symbol,SL31503,SL32233,SL5883,SL6414,SL6648,SL7629,SL7696,SL7703,SL7799,SL7809,SL7853
PANTR1,63,64,22,48,132,131,194,126,62,57,98
PANX1,393,403,164,97,637,921,86,213,559,380,237
PANX2,2806,3258,1196,1419,3968,4123,1792,2232,2118,2744,1187
PANX3,0,2,1,6,3,8,9,7,1,4,3
PAOX,198,171,100,81,339,601,198,121,141,329,156
PAPLN,221,204,109,122,968,804,815,775,702,895,349
PAPOLA,2035,1673,1012,1973,5045,5205,2304,2488,2644,2448,2363
PAPOLB,3,3,0,2,8,9,12,13,7,2,13
PAPOLG,465,363,203,196,939,986,398,494,545,414,468
PAPPA,41,30,30,161,103,67,98,101,107,46,90
PAPPA-AS1,0,0,0,0,0,0,0,0,0,0,0
PAPPA2,66,79,51,104,254,326,134,210,158,189,232
PAPSS1,1995,1388,893,626,4312,4521,1663,1927,2403,1899,2157
PAPSS2,183,155,99,514,473,343,283,814,260,228,175
PAQR3,850,476,401,312,1887,1772,681,1129,1159,858,728
PAQR4,854,543,583,174,1278,3041,1065,376,580,1259,923
PAQR5,63,46,35,259,225,168,129,93,100,70,65
PAQR5-DT,2,1,1,28,11,6,5,2,4,5,9
PAQR6,12226,9264,4837,13881,30314,23065,30333,19493,4839,17800,35424
PAQR7,237,220,91,91,534,440,388,435,289,319,178
PAQR8,2374,1335,1234,967,8208,8017,5311,3682,3339,5513,4584
PAQR9,81,74,38,32,119,151,18,45,107,49,51
PAQR9-AS1,18,36,12,45,80,60,64,75,32,31,37
PARD3,288,282,148,386,1383,995,1135,1118,483,848,569
PARD3-DT,1,0,0,3,5,3,9,4,1,2,4
PARD3B,130,124,53,114,830,632,656,562,289,559,394
PARD6A,747,650,202,562,882,888,359,374,468,517,346
PARD6B,51,35,23,84,133,128,86,98,105,60,79
PARD6G,96,108,31,115,193,210,158,101,127,105,78
PARD6G-AS1,82,73,29,115,167,132,103,108,133,71,56
PARG,318,219,147,77,526,555,178,252,337,253,290
PARK7,1842,1415,602,772,3148,3160,1503,1837,1613,1559,1639
PARK7P1,12,11,13,26,49,34,117,73,12,24,39
PARL,486,362,173,195,935,761,445,645,528,550,400
PARM1,2886,2644,1848,517,3771,5448,572,1866,4157,2105,2049
PARM1-AS1,2,2,2,6,8,9,5,8,21,11,7
PARN,677,439,319,199,1528,1405,723,727,781,788,780
PARP1,3541,2646,2048,1761,10286,12690,5920,4962,5121,5806,6170
PARP10,599,945,307,480,1336,1658,2266,683,406,1093,555
PARP11,198,168,112,175,549,548,431,418,398,273,279
PARP11-AS1,1,2,1,6,1,5,4,1,3,3,7
PARP12,132,179,55,216,397,281,543,201,130,175,141
PARP14,253,560,199,486,1328,1078,2497,1004,457,614,528
PARP15,3,7,1,31,30,16,9,10,14,9,19
PARP16,137,99,78,102,345,262,244,212,128,184,141
PARP1P1,0,3,0,5,2,1,1,5,1,4,0
PARP2,806,629,404,250,1498,1426,669,1028,937,767,700
PARP3,571,549,314,254,1339,1217,708,732,607,787,491
PARP4,298,163,181,336,957,1255,617,665,302,630,508
PARP4P1,0,0,0,0,0,1,0,0,0,0,0
PARP4P2,3,3,1,18,17,3,3,24,1,4,10
PARP4P3,2,1,2,3,2,3,4,4,3,3,5
PARP6,2216,1871,1169,1630,4576,3732,2424,2841,3135,2268,1890
PARP8,621,526,261,421,1332,1177,511,751,1157,569,549
PARP9,129,228,100,304,782,536,1202,624,233,318,357
PARPBP,15,14,9,25,24,24,23,18,20,20,20
PARS2,104,93,54,50,256,182,91,120,105,100,79
PART1,2202,1320,1190,1094,4006,3680,1169,2034,3341,1404,2423
PARVA,992,767,567,545,2759,1992,1130,1232,1373,1529,997
PARVB,1690,1460,683,806,2635,3115,871,1939,1706,1536,1124
PARVG,83,110,24,72,99,380,103,56,93,118,52
PASD1,0,0,0,7,2,0,2,0,3,1,3
PASK,293,275,204,338,605,567,277,351,304,228,255
PATE1,0,2,0,6,2,1,4,3,4,1,4
PATE2,8,7,8,24,22,18,59,30,30,8,26
PATE3,5,2,1,12,8,9,23,21,7,6,6
PATE4,2,1,1,6,8,8,18,15,2,5,11
PATJ,198,211,126,232,581,550,724,560,335,327,448
PATL1,515,379,297,420,1507,1189,804,842,631,752,571
PATL2,7,7,2,22,17,16,40,24,9,13,24
PATZ1,931,795,415,239,1971,2026,1168,949,770,1461,840
PAWR,129,138,78,351,495,413,432,344,213,256,231
PAWRP1,0,1,1,1,0,3,0,3,1,3,1
PAWRP2,0,0,1,1,0,1,4,1,1,2,4
PAX1,4,4,1,6,19,6,6,3,5,4,5
PAX2,16,4,0,15,14,14,14,20,9,5,7
PAX3,1,0,1,7,8,3,2,0,7,2,7
PAX4,1,1,0,3,1,0,2,2,1,1,1
PAX5,16,27,3,20,48,30,10,20,28,45,15
PAX6,516,398,177,414,2064,1334,1803,1339,789,1217,807
PAX7,79,58,78,29,185,220,40,110,204,55,62
PAX8,41,28,24,72,280,82,87,43,29,62,43
PAX8-AS1,272,116,102,294,1441,390,377,165,110,243,151
PAX9,1,2,1,10,13,3,3,7,2,7,15
PAXBP1,327,238,193,396,901,1178,984,884,450,456,685
PAXBP1-AS1,128,115,41,37,344,334,177,189,153,150,153
PAXBP1P1,0,0,0,1,0,0,0,0,0,0,0
PAXIP1,168,131,69,109,313,355,234,267,191,202,168
PAXIP1-DT,215,130,68,83,441,412,250,327,226,185,232
PAXX,506,485,180,844,780,771,781,618,339,384,542
PBDC1,122,81,44,109,247,208,192,200,136,149,136
PBK,1,2,0,11,8,4,4,5,2,5,3
PBLD,130,83,51,72,318,363,263,302,170,256,239
PBOV1,15,7,8,41,41,31,39,34,35,21,17
PBRM1,814,711,520,1045,2410,3318,2267,1676,1442,1328,1907
PBX1,3641,3137,1627,1069,8550,9442,3591,3752,6226,4389,4413
PBX1-AS1,7,7,3,20,19,11,76,39,19,14,24
PBX2,1237,1305,532,466,2186,2587,1279,1166,1480,1234,899
PBX3,151,119,91,220,507,624,335,289,224,331,248
PBX4,32,50,19,56,98,71,117,107,60,43,62
PBXIP1,1980,1643,974,1019,9264,6714,7222,5372,3468,6656,3653
PC,4520,4030,2013,1251,9752,7850,3951,4027,3995,5779,2724
PCA3,16,9,14,61,41,86,166,72,22,89,127
PCARE,14,16,20,14,30,42,9,13,14,26,15
PCAT1,0,1,1,11,2,1,6,10,2,3,9
PCAT18,6,3,1,10,14,18,11,15,13,2,9
PCAT19,19,22,12,422,50,82,210,82,31,39,34
PCAT2,0,0,1,2,0,0,3,2,0,0,2
PCAT4,1,0,0,1,0,0,0,0,1,1,1
PCAT6,36,33,16,11,111,65,102,53,23,42,31
PCBD1,590,531,225,597,1390,1115,618,811,462,666,506
PCBD2,103,68,42,94,318,290,267,200,155,217,151
PCBP1,1454,1365,377,682,2360,2484,977,957,1186,1153,893
PCBP2,1428,1112,446,896,2679,3048,1505,1694,1635,1269,1427
PCBP2P3,0,0,0,1,0,0,0,0,0,0,1
PCBP3,422,481,299,391,888,773,412,684,499,573,472
PCBP4,2269,2035,1299,1474,4120,6379,5066,2814,2077,3310,2996
PCCA,501,332,178,177,1072,861,495,510,556,490,440
PCCB,882,782,411,234,2012,2166,783,731,1081,1326,943
PCDH1,8474,7629,3559,3666,10675,14481,2229,4021,8373,7510,3027
PCDH10,3890,4136,2109,918,10039,10309,2249,2683,6727,4846,3970
PCDH10-DT,78,84,49,52,253,400,141,197,168,138,295
PCDH11X,300,351,142,192,842,965,227,304,604,540,384
PCDH11Y,15,0,0,1,14,22,12,3,14,5,3
PCDH12,110,174,120,518,412,459,347,268,162,214,158
PCDH15,200,239,59,260,810,513,629,574,434,394,236
PCDH17,6863,6933,3761,2389,20207,22334,5207,5647,12732,10471,8466
PCDH18,222,161,70,316,554,464,217,585,213,290,172
PCDH19,1640,1873,628,199,1994,3417,432,783,3042,1562,964
PCDH7,6866,3833,2446,2458,14048,12702,4186,5743,9568,5631,6965
PCDH8,3623,3421,933,389,4205,5504,420,1717,4140,2682,962
PCDH9,4634,3322,3037,3447,12241,17993,10019,7781,10298,8105,12415
PCDH9-AS2,15,15,8,44,34,47,140,53,43,45,99
PCDH9-AS3,13,7,8,30,23,62,111,58,77,35,83
PCDH9-AS4,3,4,1,7,13,18,33,13,8,13,31
PCDHA1,62,69,45,18,222,228,37,60,96,80,62
PCDHA10,93,79,49,7,142,249,75,85,125,115,68
PCDHA11,96,99,59,16,115,189,25,25,132,95,93
PCDHA12,31,27,12,17,37,72,35,32,75,39,51
PCDHA13,5,42,6,3,21,88,36,19,50,21,27
PCDHA14,0,0,0,0,0,0,0,0,0,0,0
PCDHA2,42,33,17,11,83,85,27,49,61,54,34
PCDHA3,72,57,38,12,129,183,50,48,94,66,58
PCDHA4,77,73,26,15,140,165,31,46,114,76,50
PCDHA5,143,108,63,25,227,225,43,97,205,59,86
PCDHA6,81,87,46,12,152,231,32,66,126,75,84
PCDHA7,45,16,30,13,98,96,31,41,39,35,40
PCDHA8,29,34,3,7,33,50,14,14,22,34,14
PCDHA9,30,34,23,15,46,97,68,59,51,31,16
PCDHAC1,90,95,64,21,140,204,46,49,143,98,47
PCDHAC2,752,744,496,88,1139,1690,95,242,1151,775,496
PCDHB1,0,2,0,10,9,4,1,4,13,6,3
PCDHB10,238,302,120,94,422,428,205,242,307,298,165
PCDHB11,60,62,29,40,178,118,75,134,88,102,66
PCDHB12,84,52,39,31,150,175,63,101,127,76,78
PCDHB13,78,44,37,26,111,174,43,89,131,118,75
PCDHB14,304,181,166,92,535,527,233,294,457,272,208
PCDHB15,128,111,84,105,313,254,197,242,170,184,100
PCDHB17P,7,21,8,12,40,46,34,30,26,14,13
PCDHB18P,29,22,14,13,25,54,16,39,50,31,16
PCDHB2,89,47,37,36,183,196,48,84,77,45,102
PCDHB3,81,56,21,23,156,166,36,77,84,47,77
PCDHB4,242,213,105,108,932,692,309,488,249,279,286
PCDHB5,117,109,44,55,357,412,211,253,200,143,143
PCDHB6,81,65,46,45,272,201,98,125,74,75,90
PCDHB7,57,45,32,42,193,142,139,138,63,119,51
PCDHB8,11,22,9,10,42,80,21,32,18,35,24
PCDHB9,122,57,44,103,341,207,248,272,191,228,174
PCDHGA1,64,40,40,51,150,188,114,75,59,80,84
PCDHGA10,163,108,40,46,426,296,134,152,227,266,108
PCDHGA11,71,71,22,17,239,362,127,117,114,117,83
PCDHGA12,211,245,88,74,690,512,292,334,300,365,207
PCDHGA2,61,78,24,23,453,268,157,111,97,165,110
PCDHGA3,62,66,22,30,722,295,257,180,179,324,135
PCDHGA4,209,112,51,34,344,362,157,161,286,289,169
PCDHGA5,120,116,52,48,189,304,112,130,210,148,57
PCDHGA6,151,115,38,29,207,411,97,115,175,163,86
PCDHGA7,79,59,29,17,110,195,71,84,88,83,55
PCDHGA8,11,8,1,14,14,23,10,24,15,8,15
PCDHGA9,308,239,130,72,662,870,264,264,614,438,220
PCDHGB1,120,102,71,27,298,269,117,152,161,328,129
PCDHGB2,112,135,52,69,354,317,251,187,164,307,168
PCDHGB3,33,17,20,13,67,94,41,40,55,68,32
PCDHGB4,50,37,19,18,77,135,36,29,108,103,58
PCDHGB6,95,58,32,63,299,300,199,152,200,259,124
PCDHGB7,191,138,45,86,658,629,315,286,318,469,233
PCDHGB8P,6,10,3,21,16,17,28,19,16,10,6
PCDHGC3,1382,1225,379,881,7869,5236,4060,3623,3160,6077,2040
PCDHGC4,558,618,311,81,889,1110,175,273,672,743,304
PCDHGC5,3295,2328,1556,417,4186,6303,236,775,5334,2621,1327
PCED1A,1334,1483,766,890,3021,3201,2045,1721,1319,1950,1155
PCED1B,57,68,32,48,105,141,128,84,69,77,43
PCED1B-AS1,15,13,9,15,24,61,49,30,25,13,16
PCED1CP,0,1,1,3,4,3,3,0,0,1,5
PCF11,580,463,292,858,1748,2163,2114,1399,980,1115,1798
PCGEM1,0,0,0,8,1,0,0,0,0,1,3
PCGF1,159,166,95,128,343,317,216,246,147,194,146
PCGF3,1176,1060,551,961,2482,2773,1972,1931,1515,1350,1205
PCGF3-AS1,69,65,42,153,182,214,330,173,97,191,198
PCGF5,1778,1375,857,915,4377,4347,1788,2266,2355,2316,2143
PCGF6,54,58,22,61,163,133,173,155,81,74,88
PCID2,398,307,217,367,757,801,607,697,459,426,356
PCIF1,1334,1135,761,661,2678,3012,1546,1315,1231,1781,1025
PCK1,9,7,5,12,6,30,93,65,15,35,17
PCK2,125,139,52,83,288,323,167,183,190,268,127
PCLAF,3,5,0,20,11,13,11,8,4,8,21
PCLO,9353,9497,6215,9030,24563,28934,13876,14435,20690,10206,15297
PCM1,2588,2274,1598,1722,7597,10257,6153,5444,5518,4466,6233
PCMT1,5189,3423,2147,983,8597,9087,1380,2975,5789,3666,4055
PCMTD1,473,379,228,190,1187,1338,690,639,786,625,738
PCMTD1-DT,50,32,15,22,94,107,53,35,66,62,30
PCMTD2,1037,819,523,537,2495,2534,1403,1274,1272,1165,1102
PCNA,168,130,77,83,403,438,197,199,152,206,223
PCNAP4,0,0,0,1,0,0,2,0,1,2,1
PCNP,1938,1609,805,856,4927,4150,1553,2293,2133,1901,2306
PCNPP2,0,0,0,4,1,0,0,0,0,0,2
PCNT,2316,2442,1460,6413,6146,7182,4440,5089,3774,2897,3493
PCNX1,1992,1600,1088,832,4146,5075,1468,1934,3455,2447,1940
PCNX2,3249,2885,1954,2051,6870,6195,2917,3434,4436,3126,2411
PCNX3,2780,2565,1777,1785,6056,7403,2666,2459,3375,4078,1753
PCNX4,700,546,352,345,1876,1861,834,965,1013,988,778
PCOLCE,101,141,38,107,200,174,303,147,52,121,83
PCOLCE-AS1,2,1,4,15,24,11,37,26,8,19,27
PCOLCE2,45,52,7,84,117,137,51,49,41,46,32
PCOTH,0,0,1,0,0,1,1,1,0,1,0
PCP2,5,4,4,2,3,16,5,3,2,9,2
PCP4,145,191,118,172,369,312,133,204,275,91,205
PCP4L1,592,762,321,210,937,914,225,457,788,566,467
PCSK1,1719,1552,1540,1135,4310,5227,223,851,5213,1323,1750
PCSK1N,11764,13022,1285,4028,9150,15867,6285,6299,4920,8064,4736
PCSK2,4886,3007,1794,681,9349,7651,1161,2664,5722,2945,2429
PCSK4,323,419,141,164,545,545,456,443,232,382,191
PCSK5,275,241,131,397,810,927,380,363,431,308,335
PCSK6,1096,401,662,420,1385,3597,1734,566,503,1541,1577
PCSK6-AS1,7,3,2,23,5,13,67,19,5,16,51
PCSK7,1629,1443,1126,5807,3863,3061,4662,3619,2417,2160,2090
PCSK9,7,8,3,5,20,8,6,8,6,4,7
PCTP,94,66,46,90,241,167,133,178,118,116,101
PCYOX1,2403,1681,1192,738,5410,5288,1901,2412,3115,2449,2930
PCYOX1L,1102,665,559,124,1578,1489,507,905,1177,834,704
PCYT1A,908,637,390,675,2254,1933,1026,1163,1193,1225,903
PCYT1B,1104,696,469,276,2416,2587,1127,1158,1291,1384,967
PCYT1B-AS1,1,1,0,3,6,5,11,4,2,4,1
PCYT2,3221,2497,1706,1392,5930,4887,2451,2765,2456,3958,2025
PDAP1,1427,1132,479,876,2602,2458,1464,1629,1343,1301,1305
PDC,22,5,12,23,34,27,47,26,32,21,18
PDC-AS1,10,5,1,6,8,9,20,24,13,10,9
PDCD1,4,4,1,6,8,5,6,5,9,11,5
PDCD10,292,177,129,171,644,613,287,347,449,319,405
PDCD11,802,695,466,856,1998,1934,1041,1173,1094,1041,964
PDCD1LG2,6,4,2,14,3,19,21,10,9,17,19
PDCD2,445,372,169,297,829,878,418,543,545,450,383
PDCD2L,59,34,10,37,87,70,40,46,45,41,45
PDCD4,601,481,290,282,1269,1404,623,903,774,662,671
PDCD5,337,282,133,284,655,641,570,737,401,304,355
PDCD6,739,672,357,584,1508,1348,886,1066,927,808,802
PDCD6IP,2061,1363,1161,877,4194,4320,1769,1998,2610,1967,2000
PDCD6IP-DT,16,24,8,17,40,28,39,8,15,14,19
PDCD7,781,744,400,1014,1887,2024,2038,1555,979,984,1533
PDCL,242,197,103,177,699,649,329,332,332,446,398
PDCL2,0,0,0,10,2,0,0,2,1,3,0
PDCL2P1,0,0,0,2,0,1,0,0,0,0,0
PDCL2P2,0,0,0,1,1,0,0,0,0,1,2
PDCL3,151,119,49,87,243,259,147,148,132,121,159
PDCL3P6,5,7,6,47,20,13,85,56,11,11,31
PDCL3P7,0,0,0,4,0,0,0,0,0,0,0
PDE10A,282,309,222,209,542,913,192,400,492,341,275
PDE11A,183,95,62,93,380,401,360,236,109,237,308
PDE11A-AS1,0,0,0,0,1,1,0,0,0,0,1
PDE12,814,505,331,452,1879,1667,598,808,1204,853,724
PDE1A,3362,1993,1472,630,6359,6019,1586,2083,4578,2564,3457
PDE1B,3497,2763,1692,2357,6193,5140,1722,2830,3385,2631,2228
PDE1C,1112,763,783,871,3273,5715,2197,1506,1395,2214,3291
PDE2A,14772,14465,5738,6380,26375,25046,5930,9198,15805,13002,6718
PDE3A,151,132,57,179,418,362,335,501,251,326,167
PDE3B,122,116,89,119,455,451,309,304,310,253,231
PDE4A,3304,3221,1571,2262,6742,6198,2367,3291,3715,3084,2646
PDE4B,1141,1003,798,1321,3108,3880,2032,2923,1573,2348,1563
PDE4B-AS1,1,1,2,34,7,28,77,28,13,35,62
PDE4C,293,314,118,608,466,414,517,417,428,276,202
PDE4D,687,553,347,504,1355,1626,753,1040,1367,771,725
PDE4DIP,7465,7110,3742,12100,20210,18882,12061,10659,12747,10457,12347
PDE4DIPP6,6,3,0,1,5,5,6,7,0,5,2
PDE5A,223,207,119,305,841,665,905,668,397,444,340
PDE6A,11,7,5,77,45,19,38,41,17,15,18
PDE6B,575,398,566,289,846,2003,1195,806,488,1341,1039
PDE6B-AS1,84,68,73,24,124,184,151,148,45,119,99
PDE6C,13,11,6,35,24,19,39,45,17,14,27
PDE6D,241,205,92,195,548,567,351,332,275,309,264
PDE6G,3,7,2,40,7,5,9,11,3,4,8
PDE6H,6,1,6,5,11,8,7,15,2,3,6
PDE7A,303,209,115,307,514,568,529,519,446,327,336
PDE7B,255,230,121,262,905,741,679,761,497,510,437
PDE8A,803,399,505,788,1914,2714,2057,1464,718,1497,2025
PDE8B,2659,2180,1005,1769,5368,5569,2523,3723,3787,2495,2145
PDE9A,275,255,97,278,852,662,652,449,347,494,290
PDE9A-AS1,5,8,0,18,18,12,30,9,7,22,8
PDF,48,52,10,18,32,83,31,22,43,32,29
PDGFA,989,809,375,1427,1781,2506,1494,1375,1155,1095,1083
PDGFA-DT,138,102,33,90,121,132,113,73,141,56,49
PDGFB,1101,1032,572,1748,2443,2386,1144,762,756,1272,669
PDGFC,175,133,80,139,646,435,309,258,279,286,259
PDGFD,74,65,24,16,130,221,35,52,90,82,65
PDGFRA,832,1017,196,446,3184,3353,2140,1747,1585,2045,886
PDGFRB,1468,1753,1208,3049,6952,4476,7286,4357,2554,4069,2620
PDGFRL,22,15,9,30,81,121,55,44,45,46,56
PDHA1,1493,1201,550,672,2572,2215,852,1335,1515,1085,968
PDHA1P1,0,3,2,8,5,7,5,2,3,4,5
PDHA2,0,0,0,1,0,0,0,0,0,0,1
PDHB,865,583,361,295,1677,1569,759,862,1052,850,788
PDHX,936,678,416,405,1859,1703,575,854,1173,858,774
PDIA2,1519,2433,908,1550,1693,3356,3592,1942,1173,1233,2072
PDIA3,2013,1369,911,1626,4130,4526,1864,2294,2632,2095,2060
PDIA4,491,395,334,812,1002,1683,648,485,396,449,585
PDIA5,16,20,26,62,48,58,74,81,50,49,43
PDIA6,743,662,415,801,1471,1934,571,678,1090,977,596
PDIK1L,250,200,96,79,434,507,131,240,290,206,219
PDILT,0,0,0,12,1,0,1,1,1,4,4
PDK1,265,161,108,185,543,420,279,484,333,278,258
PDK1P2,0,0,0,4,1,0,0,1,3,1,1
PDK2,2121,1624,917,447,4138,4238,1300,1565,2359,2438,1455
PDK3,336,298,179,155,580,670,117,267,772,297,264
PDK4,504,197,178,1272,1167,1313,855,887,893,923,850
PDLIM1,58,86,31,686,112,145,232,517,70,105,65
PDLIM1P2,2,0,0,5,1,2,3,2,2,1,2
PDLIM1P3,0,0,0,1,0,0,1,0,0,1,2
PDLIM1P4,6,1,3,6,10,15,15,13,1,7,6
PDLIM2,189,152,90,184,380,432,267,422,152,245,134
PDLIM3,271,218,81,261,854,718,704,421,591,628,283
PDLIM4,216,152,73,804,295,440,463,641,101,318,159
PDLIM5,855,724,309,987,4224,2791,3146,2081,1589,2814,1788
PDLIM7,571,606,294,1564,965,944,1845,1102,560,618,479
PDP1,3715,2527,2320,2343,7476,6970,966,3426,9117,2859,3060
PDP2,281,200,121,128,629,534,240,356,335,382,341
PDPK1,2182,1706,918,639,4360,4594,1603,2073,2184,2214,1744
PDPK2P,109,55,47,38,50,168,46,42,71,124,48
PDPN,87,83,34,219,249,251,82,293,74,148,67
PDPR,489,244,322,1241,1535,1193,856,853,559,1199,717
PDPR2P,91,56,31,212,133,99,151,118,131,145,104
PDRG1,354,324,139,366,648,714,293,411,340,324,348
PDS5A,1502,1079,650,1179,3241,3365,1820,1981,1699,1602,1651
PDS5B,2321,2050,1493,1863,6795,7735,3071,3812,5094,3264,4557
PDSS1,53,43,17,48,117,91,119,126,76,76,48
PDSS2,182,149,58,109,396,470,147,181,211,221,195
PDX1,0,0,0,3,1,0,1,0,0,0,0
PDXDC1,1805,1162,969,1374,3890,3371,2519,2753,2103,1905,1447
PDXDC2P,2,2,0,10,9,5,18,12,4,5,8
PDXDC2P-NPIPB14P,44,50,38,161,127,79,238,142,125,89,104
PDXK,14291,13060,6836,7471,28585,26477,13428,15751,14663,16584,9108
PDXP,497,445,39,35,235,474,100,116,255,173,102
PDXP-DT,3,4,4,15,1,3,7,4,4,3,4
PDYN,482,342,132,554,864,931,67,290,655,437,253
PDYN-AS1,2,0,0,11,3,2,2,2,1,3,2
PDZD11,612,450,222,290,1259,929,499,688,567,580,561
PDZD2,3527,3488,1636,1875,7337,7802,3223,5247,5160,4701,2376
PDZD3,0,0,0,30,6,1,5,3,1,8,18
PDZD4,31343,43403,12678,12641,42795,54394,17411,21820,28123,36227,16298
PDZD7,947,961,800,742,1869,1448,1004,957,1042,864,736
PDZD8,1032,813,512,520,2489,2950,962,1248,1669,1336,1332
PDZD9,16,5,6,26,35,19,31,21,16,14,13
PDZK1,13,4,5,25,36,27,33,39,8,15,28
PDZK1IP1,2,2,0,3,5,3,13,14,0,7,9
PDZPH1P,2,0,2,9,5,11,14,4,7,8,9
PDZRN3,794,762,376,305,1921,1676,777,1118,1219,1088,621
PDZRN4,304,256,167,234,764,729,252,348,674,342,401
PEA15,37426,29133,13530,15169,81569,60903,27268,31293,34290,46021,33208
PEAK1,2141,1731,1085,1385,5183,5684,2903,2629,3290,3054,2432
PEAK3,26,22,10,41,44,23,73,41,28,33,26
PEAR1,360,417,269,1189,1031,837,1002,616,287,503,261
PEBP1,14847,11776,5895,7481,28253,27089,14360,16723,15502,15307,15689
PEBP4,40,31,13,35,85,59,35,60,26,57,45
PECR,81,62,37,56,187,206,151,124,91,115,128
PEDS1,289,141,116,443,608,768,627,496,302,403,600
PEDS1-UBE2V1,0,0,0,0,0,0,0,0,0,0,0
PEF1,1681,1269,675,888,2797,2480,1081,1527,1753,1583,1378
PEG10,11108,7447,2975,1978,24417,24244,2416,4937,12012,9128,6421
PEG3,9565,8144,6609,4327,24963,30872,6280,13043,20362,11038,14750
PELATON,1,2,0,1,1,0,4,2,3,4,1
PELI1,566,418,212,541,1202,1167,653,653,830,557,539
PELI2,194,149,81,142,622,691,396,360,307,433,340
PELI3,2830,2132,1632,792,3911,4172,993,1404,2227,2479,1634
PELO,429,365,195,211,830,713,273,412,455,362,330
PELP1,4248,3660,2723,2240,9353,8055,4074,3718,4297,5274,3761
PELP1-DT,1,2,0,1,3,5,3,2,0,0,1
PEMT,261,195,97,207,577,497,353,310,245,319,224
PENK,83,54,26,27,71,176,18,31,60,50,94
PENK-AS1,3,0,0,7,4,2,4,0,3,2,12
PEPD,1427,1009,675,545,2583,2737,1127,915,1069,1376,1103
PER1,3290,2201,1051,3750,4672,3513,3111,3618,8071,2767,1393
PER2,1137,721,384,1050,1909,1455,570,902,1398,840,641
PER3,1116,783,425,288,2566,1828,1143,1279,1130,1337,1115
PERM1,4,8,1,45,13,11,8,21,3,5,5
PERP,140,119,38,345,363,293,227,259,140,182,157
PES1,894,751,391,465,1539,1380,752,761,842,885,791
PES1P1,0,0,0,3,0,0,0,1,2,0,1
PES1P2,6,5,3,6,11,10,19,10,8,7,11
PET100,12,14,7,24,37,31,61,29,11,11,11
PET117,11,10,0,4,12,13,11,10,10,4,8
PEX1,490,288,199,234,973,1256,766,787,633,535,672
PEX10,752,651,371,249,1734,1462,659,604,673,1072,584
PEX11A,117,109,69,37,481,376,254,229,170,293,205
PEX11B,977,795,458,347,1864,1648,503,891,1091,828,706
PEX11G,51,40,25,33,87,121,130,94,34,90,76
PEX12,157,131,79,94,406,422,199,193,203,266,201
PEX13,300,203,126,173,795,690,292,479,439,352,328
PEX14,1122,1015,438,469,1964,1894,701,876,966,1054,862
PEX16,1030,901,360,645,1526,1470,884,911,850,992,750
PEX19,1901,1439,804,573,3796,3461,1210,1510,2126,1912,1516
PEX2,304,244,118,193,734,699,433,460,408,479,398
PEX26,3627,2794,1326,1719,5815,6042,2459,3231,3362,3502,2370
PEX3,212,177,98,105,608,440,288,385,320,236,244
PEX5,2503,2585,1717,2766,6936,5837,2115,2997,2908,2980,2746
PEX5L,5281,3115,2481,1884,11497,14019,4019,4290,8410,4619,5429
PEX5L-AS2,11,6,10,28,17,38,58,23,45,20,25
PEX6,2056,1502,1023,1072,2460,3852,2504,1603,1115,1633,1400
PEX7,106,79,36,48,277,236,86,136,148,117,144
PF4,0,0,0,8,0,0,1,0,1,2,0
PF4V1,0,0,0,3,0,0,0,1,0,0,0
PFAS,901,886,514,253,1460,1988,525,657,864,917,524
PFDN1,943,706,308,499,1957,1575,932,1114,870,862,922
PFDN2,281,310,80,341,522,498,426,453,259,254,351
PFDN4,232,208,61,102,440,445,217,281,239,199,304
PFDN5,1217,1049,351,1064,2144,1756,1840,1799,1004,1379,1630
PFDN6,266,183,78,201,549,434,437,443,266,266,266
PFKFB1,6,8,5,13,13,19,20,21,11,10,14
PFKFB2,806,576,462,292,1817,1957,1033,1200,1204,1282,847
PFKFB3,3390,2278,1684,4392,7859,7582,3873,8282,4232,5057,2377
PFKFB4,270,162,169,311,617,562,508,376,307,374,287
PFKL,10423,10034,3810,3218,15948,18022,8062,7574,8492,10503,6460
PFKM,5449,4240,2611,956,10272,9146,2680,3724,6045,4749,3346
PFKP,10939,7865,5573,5469,17768,16790,3519,5426,10472,7852,5732
PFN1,794,633,225,810,1122,1388,961,734,554,669,716
PFN2,11563,8527,4853,2460,19346,18123,3858,7679,13030,9092,9094
PFN3,0,0,0,3,1,0,0,0,1,0,1
PFN4,19,8,8,49,41,36,121,55,27,23,40
PGA3,0,1,0,11,2,0,0,5,2,2,0
PGA4,0,0,0,0,0,0,1,0,0,0,0
PGA5,2,2,3,9,3,5,8,2,2,3,2
PGAM1,2627,1705,1194,899,4519,4474,1052,1661,2786,2184,1937
PGAM1P1,0,0,0,1,3,2,0,2,0,3,1
PGAM1P11,3,1,5,7,5,4,5,6,8,6,9
PGAM1P13,0,0,0,3,0,0,0,0,0,1,0
PGAM1P3,3,1,2,8,9,6,6,11,3,3,2
PGAM1P5,2,2,1,10,10,8,8,8,8,7,6
PGAM1P6,1,3,2,12,9,7,17,13,4,9,15
PGAM2,0,0,0,0,0,0,0,0,0,0,0
PGAM3P,0,0,0,1,0,0,0,0,0,0,0
PGAM4,6,3,3,4,10,9,9,7,9,9,6
PGAM4P2,0,0,0,13,3,0,1,0,2,3,3
PGAM5,584,462,210,392,954,918,319,418,501,492,454
