symbol,SL6644,SL7382,SL7393,SL7395,SL7616,SL7617,SL7618,SL7625,SL7632,SL7701,SL8435
LINC01210,1,0,0,1,1,0,0,0,0,0,0
LINC01213,0,0,0,0,0,0,0,0,0,11,0
LINC01215,7,3,2,4,3,4,6,0,4,23,0
LINC01216,0,0,0,0,0,0,0,0,0,0,0
LINC01217,0,0,0,0,0,0,0,0,0,0,0
LINC01221,0,1,1,0,3,0,0,0,1,0,0
LINC01224,15,23,26,7,17,21,11,16,9,2,4
LINC01227,4,1,4,2,3,4,3,4,3,44,0
LINC01229,5,3,4,4,3,1,5,3,7,1,4
LINC01231,4,4,2,8,4,4,4,5,9,1,4
LINC01233,1,5,2,0,3,0,1,1,0,0,0
LINC01234,166,379,295,366,149,266,196,435,348,53,273
LINC01235,21,13,11,8,7,9,17,11,11,0,2
LINC01237,10,8,13,15,21,5,21,8,12,3,6
LINC01238,164,94,145,121,158,194,253,207,175,58,49
LINC01239,1,3,4,4,4,3,6,1,3,5,1
LINC01241,4,0,0,0,2,0,1,1,2,0,0
LINC01243,0,0,0,0,0,1,0,0,0,0,0
LINC01247,0,0,3,2,1,0,0,0,0,0,0
LINC01249,1,0,1,1,0,0,0,0,1,0,0
LINC01250,79,35,126,79,101,82,112,75,91,120,44
LINC01252,819,1032,950,510,614,491,899,934,897,1053,468
LINC01254,4,0,1,0,0,0,1,2,0,0,1
LINC01255,0,0,0,0,0,0,0,0,0,0,0
LINC01256,1,0,0,0,0,0,0,0,0,0,0
LINC01257,23,114,35,33,27,93,8,88,58,252,49
LINC01258,1,0,2,3,0,0,1,1,0,1,0
LINC01259,0,0,0,0,0,1,0,0,0,0,1
LINC01262,1,1,0,0,5,0,0,1,0,1,2
LINC01264,0,0,4,0,0,0,1,0,1,0,2
LINC01265,17,5,5,3,6,3,9,4,0,25,0
LINC01266,44,48,24,23,38,55,32,55,40,7,30
LINC01267,0,1,1,1,1,0,0,0,0,0,0
LINC01269,2,7,2,2,0,2,4,7,5,22,1
LINC01270,8,9,16,9,9,23,9,12,8,6,6
LINC01271,3,1,1,0,1,1,1,4,3,2,2
LINC01273,30,24,34,18,29,20,33,31,22,19,6
LINC01275,8,7,5,4,8,2,5,9,2,3,2
LINC01276,0,0,0,0,1,0,1,0,0,0,0
LINC01278,1349,2430,1741,1550,1319,1726,1275,1939,1538,985,1144
LINC01281,0,0,0,0,0,0,0,0,0,0,0
LINC01282,0,0,0,1,2,1,1,1,0,1,0
LINC01284,14,19,20,13,5,17,14,17,16,10,13
LINC01285,117,73,59,27,90,42,94,42,35,21,29
LINC01287,7,5,4,5,5,6,7,4,7,5,0
LINC01289,57,35,52,50,41,50,54,52,54,18,54
LINC01290,4,2,2,1,11,4,2,3,1,2,0
LINC01291,0,0,1,0,0,111,135,61,70,1,42
LINC01298,0,0,1,0,0,0,0,0,2,2,2
LINC01299,28,31,111,13,50,40,71,26,42,6,25
LINC01300,2,12,11,6,13,3,5,10,2,13,1
LINC01303,8,12,8,1,5,2,7,4,2,9,1
LINC01304,1,2,1,1,0,2,0,0,0,0,0
LINC01305,33,37,25,26,17,25,14,34,38,5,24
LINC01307,0,0,0,2,0,0,0,0,0,5,0
LINC01310,108,127,112,64,84,106,99,117,98,63,14
LINC01315,25,52,48,45,37,26,44,59,29,15,22
LINC01317,5,8,7,5,8,6,5,5,8,0,1
LINC01318,0,0,0,0,0,0,0,0,0,1,0
LINC01322,89,113,96,65,62,82,113,147,89,47,54
LINC01324,2,1,0,0,2,0,0,1,0,0,1
LINC01327,2,1,4,1,4,4,0,0,1,7,0
LINC01331,16,20,22,16,8,39,21,40,19,8,22
LINC01333,13,1,10,6,11,12,12,16,7,4,9
LINC01337,3,0,1,2,0,1,2,1,1,3,2
LINC01339,2,0,0,1,0,0,0,0,0,0,1
LINC01340,1,8,3,2,2,3,2,5,3,3,6
LINC01342,2,0,0,0,2,1,1,1,1,2,0
LINC01343,4,11,4,8,5,5,6,9,4,4,3
LINC01345,4,3,2,1,1,4,3,4,2,6,1
LINC01347,5,3,3,3,8,4,5,4,0,3,5
LINC01350,2,0,1,1,2,0,0,0,0,0,0
LINC01352,19,24,22,8,23,4,13,13,20,28,7
LINC01353,9,5,8,12,10,12,13,16,14,11,10
LINC01354,95,37,114,16,98,40,92,54,31,129,16
LINC01356,14,17,15,8,11,7,11,15,11,3,10
LINC01359,140,59,133,59,177,98,257,80,78,64,32
LINC01360,2,1,2,2,0,0,1,0,0,0,0
LINC01361,29,41,52,52,18,60,41,40,50,16,42
LINC01362,2,0,3,0,4,0,8,0,3,2,1
LINC01363,2,3,3,0,1,1,2,1,4,0,0
LINC01364,7,21,10,13,4,23,11,20,15,7,18
LINC01365,0,0,0,0,0,0,0,0,0,0,0
LINC01366,1,3,2,2,2,1,1,4,0,0,1
LINC01375,1,0,0,2,0,0,1,1,1,3,1
LINC01376,37,31,22,9,35,21,25,21,17,10,10
LINC01377,0,0,0,0,0,0,0,0,0,0,0
LINC01381,2,0,0,1,2,1,2,0,1,1,0
LINC01386,0,0,0,0,0,0,0,1,0,0,0
LINC01387,1,0,0,0,0,0,3,0,2,0,2
LINC01391,1,4,3,1,7,4,11,5,3,3,1
LINC01392,0,0,0,0,1,0,1,0,0,0,0
LINC01393,3,0,1,0,0,1,0,1,1,1,1
LINC01396,6,2,10,3,7,4,11,6,6,3,5
LINC01397,9,8,5,14,5,1,7,17,6,40,7
LINC01398,2,4,2,4,4,4,3,2,1,2,0
LINC01399,0,0,0,0,0,0,0,2,0,0,0
LINC01402,11,6,0,2,3,7,6,4,7,1,3
LINC01404,61,97,128,118,50,80,48,180,132,31,44
LINC01405,3,1,11,4,1,3,2,6,6,1,4
LINC01409,106,97,139,81,164,103,180,74,88,194,51
LINC01410,519,211,468,203,530,221,728,266,198,247,155
LINC01411,101,87,367,78,197,77,112,151,114,19,56
LINC01412,0,1,1,2,0,1,0,2,0,0,0
LINC01413,1,0,0,0,0,0,0,0,1,0,0
LINC01414,16,65,33,32,29,49,37,38,40,9,30
LINC01416,5,2,5,3,2,1,2,4,1,1,1
LINC01419,0,0,0,0,0,0,0,0,0,0,0
LINC01425,1,0,1,1,0,0,0,0,0,0,0
LINC01426,3,1,1,1,0,2,1,4,0,4,2
LINC01427,0,0,0,0,0,0,0,0,0,0,0
LINC01428,0,0,0,0,0,0,0,0,0,0,0
LINC01429,5,0,1,1,4,2,8,0,0,1,1
LINC01431,12,6,10,6,13,6,17,9,7,3,1
LINC01432,1,0,0,0,0,0,0,0,0,0,0
LINC01433,5,0,6,1,7,2,0,8,2,7,1
LINC01435,8,1,6,2,10,4,8,1,3,2,4
LINC01441,1,1,4,0,2,9,2,1,5,3,3
LINC01442,0,0,0,0,0,0,0,0,0,0,0
LINC01443,5,8,5,6,7,12,9,9,9,8,15
LINC01444,3,8,0,2,1,5,3,4,3,5,5
LINC01445,16,4,10,6,9,3,8,4,4,0,9
LINC01446,2,0,1,0,1,0,1,0,3,1,0
LINC01447,2,1,11,2,9,3,5,3,2,6,0
LINC01448,0,0,0,0,0,0,0,0,1,0,1
LINC01449,1,0,2,1,0,2,2,1,0,1,0
LINC01450,1,1,1,0,1,3,0,0,0,2,0
LINC01455,0,0,0,0,0,0,1,0,0,5,0
LINC01456,3,0,0,1,1,2,0,1,0,4,2
LINC01460,6,12,16,11,5,8,6,6,7,169,3
LINC01465,3,5,7,4,7,0,7,6,4,12,1
LINC01467,0,0,0,0,0,1,0,0,0,0,0
LINC01470,19,18,31,20,57,34,20,13,23,18,14
LINC01471,6,3,6,2,1,3,4,3,4,26,1
LINC01474,5,2,10,1,5,5,3,3,1,2,1
LINC01475,0,0,0,1,0,0,0,0,0,0,0
LINC01477,0,0,0,1,0,0,0,0,0,1,1
LINC01478,23,4,18,9,18,11,18,17,13,0,5
LINC01479,7,0,1,0,1,7,4,1,4,3,1
LINC01480,10,4,11,4,2,7,7,17,6,2,6
LINC01482,3,1,5,7,8,3,2,7,4,16,2
LINC01483,9,1,1,2,3,1,3,1,1,1,1
LINC01484,26,8,57,47,19,28,30,55,60,99,28
LINC01485,7,14,22,13,9,11,8,11,14,21,7
LINC01486,0,0,0,1,0,0,0,0,0,0,0
LINC01487,0,0,0,0,0,0,0,0,0,0,0
LINC01490,0,0,0,0,0,0,0,0,1,10,0
LINC01492,2,0,1,1,0,0,0,1,1,0,0
LINC01493,1,0,4,1,0,0,3,0,0,3,0
LINC01494,30,26,25,27,17,27,30,22,18,23,9
LINC01495,2,0,0,0,1,0,0,1,0,0,1
LINC01497,0,0,2,0,0,1,1,0,0,0,0
LINC01498,9,2,6,5,3,4,6,5,4,9,2
LINC01499,2,0,2,0,0,0,1,0,0,0,0
LINC01500,0,0,1,2,4,0,1,1,1,0,0
LINC01501,2,5,4,8,1,7,1,8,9,2,5
LINC01502,18,0,1,0,0,0,0,1,0,0,0
LINC01503,219,175,198,174,109,129,176,156,182,274,84
LINC01504,1,0,0,1,4,1,2,0,1,22,2
LINC01505,12,3,4,1,5,4,4,4,1,0,2
LINC01508,2,8,7,7,3,7,7,7,4,4,2
LINC01511,39,111,98,59,39,86,57,134,98,29,48
LINC01514,1,0,0,0,0,0,0,0,0,0,0
LINC01516,7,8,13,6,11,10,12,5,6,29,8
LINC01518,1,0,0,0,0,0,0,0,0,0,0
LINC01519,0,0,0,0,0,0,0,0,0,0,0
LINC01520,1,0,0,0,0,0,0,0,0,5,0
LINC01524,1,0,0,0,0,0,1,0,0,0,0
LINC01525,1,0,0,0,0,0,0,0,0,0,0
LINC01526,0,0,0,0,0,0,0,0,0,0,0
LINC01527,1,0,0,1,0,0,0,0,0,0,0
LINC01529,141,138,287,217,109,115,167,207,166,69,47
LINC01531,2,1,3,2,4,1,2,0,1,2,1
LINC01533,3,1,1,2,2,2,2,0,1,3,0
LINC01535,104,88,278,65,224,407,113,237,237,383,134
LINC01537,79,74,70,81,56,58,101,70,73,641,41
LINC01538,1,0,2,0,0,0,1,0,0,1,0
LINC01539,1,1,2,1,0,3,1,0,0,0,1
LINC01541,2,0,0,3,0,0,0,1,0,0,0
LINC01545,2,6,10,1,3,2,5,3,2,1,1
LINC01547,234,379,318,276,149,353,204,476,266,75,125
LINC01550,54,90,98,33,106,61,91,54,42,9,21
LINC01551,245,362,264,262,195,347,260,281,230,193,208
LINC01553,0,0,1,3,0,0,0,0,1,1,0
LINC01554,74,16,21,13,47,17,15,22,13,53,11
LINC01555,5,0,1,0,0,2,2,2,1,12,1
LINC01558,1,3,4,3,2,0,8,11,5,7,2
LINC01559,2,0,1,0,0,0,0,1,1,1,0
LINC01561,166,88,106,78,78,56,72,99,96,139,44
LINC01562,18,13,22,19,17,21,23,25,21,10,12
LINC01563,53,73,81,54,57,56,67,73,59,17,45
LINC01564,1,0,1,1,1,0,0,0,1,0,0
LINC01565,16,3,3,2,4,4,11,2,4,12,1
LINC01566,1,0,1,0,0,0,0,1,0,0,0
LINC01567,318,96,265,117,496,141,525,200,215,149,55
LINC01568,2,3,3,2,5,2,9,1,2,4,0
LINC01572,14,13,30,13,26,6,9,11,10,4,5
LINC01574,9,22,19,24,11,20,20,39,37,7,9
LINC01580,2,1,2,2,2,0,1,2,0,0,0
LINC01581,4,3,2,0,0,2,5,0,0,2,0
LINC01582,0,0,2,1,1,0,0,1,0,2,0
LINC01583,7,3,3,5,4,3,8,5,3,6,12
LINC01584,0,0,2,1,0,0,0,0,0,0,0
LINC01585,18,7,18,7,16,5,13,11,15,9,6
LINC01586,59,50,71,64,72,55,78,64,76,47,43
LINC01587,3,0,1,3,3,0,1,0,0,1,0
LINC01589,10,17,18,2,20,5,19,5,2,1,2
LINC01591,4,4,1,2,0,2,0,3,0,0,4
LINC01592,0,1,2,1,1,0,0,0,0,4,1
LINC01593,0,0,0,0,0,0,0,0,0,0,1
LINC01596,3,0,0,0,5,1,3,0,1,0,0
LINC01599,14,8,14,8,14,5,12,45,14,232,7
LINC01600,21,31,14,5,17,6,22,19,9,6,10
LINC01602,0,0,0,0,0,0,2,0,0,0,0
LINC01603,1,1,2,1,0,1,1,0,1,0,2
LINC01605,1,3,4,0,0,4,4,2,3,3,2
LINC01606,11,13,14,23,10,28,3,14,6,8,22
LINC01607,13,16,20,4,9,17,11,5,16,13,5
LINC01608,36,21,40,12,43,17,35,16,27,4,29
LINC01609,0,0,2,1,1,0,0,1,0,0,0
LINC01611,0,0,0,2,0,0,0,0,0,0,0
LINC01612,0,0,1,0,1,3,0,0,0,0,3
LINC01613,0,0,0,0,0,0,1,0,0,0,0
LINC01614,0,0,2,1,4,1,2,1,2,5,1
LINC01615,0,0,1,1,1,0,4,3,0,3,1
LINC01616,174,253,267,223,151,276,225,231,227,112,261
LINC01618,5,1,3,4,10,2,3,6,4,8,0
LINC01619,26,22,21,32,16,8,26,20,29,9,15
LINC01620,1,0,2,2,1,1,1,2,0,53,0
LINC01623,4,3,0,3,0,2,1,3,1,3,1
LINC01624,2,4,3,0,2,0,2,6,2,3,0
LINC01625,6,6,8,1,10,1,8,6,0,1,2
LINC01628,0,0,1,0,0,0,0,0,0,0,0
LINC01629,9,7,9,5,8,4,9,3,9,11,0
LINC01630,63,54,75,44,60,24,38,36,60,22,58
LINC01634,3,0,2,1,2,1,0,0,0,0,0
LINC01635,2,0,0,0,0,0,0,0,0,1,1
LINC01637,62,86,73,62,41,33,56,101,67,37,9
LINC01638,1,0,1,1,0,1,0,0,0,0,0
LINC01639,18,12,15,12,3,18,6,11,13,9,8
LINC01640,5,1,2,1,0,4,3,2,0,0,0
LINC01643,0,0,0,2,0,3,0,0,2,0,0
LINC01644,0,5,0,3,5,4,7,0,2,4,1
LINC01645,0,0,0,0,0,0,0,3,1,0,0
LINC01646,0,0,0,0,0,0,0,0,0,0,0
LINC01647,3,0,0,4,2,0,0,0,0,11,0
LINC01648,6,8,1,10,0,6,4,7,3,6,1
LINC01649,37,39,46,37,36,40,50,43,29,7,15
LINC01653,0,0,1,0,0,0,0,0,1,1,0
LINC01654,10,20,11,38,11,33,14,15,11,20,38
LINC01656,2,2,0,1,1,0,2,1,0,3,0
LINC01657,0,0,0,0,0,2,2,1,3,9,0
LINC01659,4,13,2,2,5,1,14,2,0,1,0
LINC01664,83,43,109,86,52,68,78,87,81,81,58
LINC01665,0,0,0,0,0,2,0,0,0,0,0
LINC01671,2,0,2,2,0,0,1,0,0,0,1
LINC01673,1,0,0,0,1,0,0,2,0,0,0
LINC01674,0,0,0,0,0,0,0,0,0,0,0
LINC01676,0,0,0,0,0,0,0,0,0,0,0
LINC01679,62,98,34,55,68,40,24,68,47,124,11
LINC01680,5,3,3,1,3,3,2,1,2,0,1
LINC01681,0,0,0,1,0,0,0,0,0,0,0
LINC01682,0,0,0,0,1,0,0,0,0,0,0
LINC01683,0,0,0,0,0,0,0,0,0,0,0
LINC01684,9,4,3,3,2,0,1,1,5,4,1
LINC01686,4,5,2,1,4,2,3,2,2,13,2
LINC01687,0,1,0,0,0,1,0,0,1,0,0
LINC01688,0,0,0,0,0,0,0,0,0,0,0
LINC01689,2,0,0,0,0,0,0,0,1,0,0
LINC01690,9,4,4,4,3,3,1,3,3,0,3
LINC01692,1,0,1,0,1,0,0,0,2,3,0
LINC01694,9,13,8,12,15,13,15,21,13,29,5
LINC01695,4,2,5,1,10,2,6,0,2,8,3
LINC01696,0,0,0,1,0,0,0,0,0,1,0
LINC01697,1,2,2,2,5,0,4,1,2,5,0
LINC01699,3,1,7,4,8,4,2,0,3,2,0
LINC01700,30,11,19,10,25,15,58,10,12,84,13
LINC01701,0,0,1,0,0,0,0,0,0,0,0
LINC01702,0,0,0,1,0,0,0,0,0,0,0
LINC01704,0,0,0,0,0,0,0,0,0,1,0
LINC01707,0,0,0,0,1,1,1,2,0,0,0
LINC01708,0,0,0,0,0,0,0,0,0,0,0
LINC01709,16,3,2,0,4,4,12,4,4,7,3
LINC01711,17,5,4,3,4,7,4,3,2,7,0
LINC01714,0,0,1,0,0,1,1,0,0,0,0
LINC01716,1,0,0,0,0,0,0,0,0,5,0
LINC01717,2,0,0,0,2,2,0,1,2,10,0
LINC01718,0,0,0,0,0,0,0,0,0,0,0
LINC01720,0,1,4,0,0,0,0,0,0,0,0
LINC01721,46,57,52,53,31,51,20,69,54,22,28
LINC01722,4,0,1,1,2,1,3,2,0,4,0
LINC01723,0,0,0,0,1,0,0,0,0,0,0
LINC01728,1,0,0,0,0,0,0,0,0,0,0
LINC01729,8,0,0,0,2,0,3,3,0,4,0
LINC01732,1,1,2,1,0,1,2,1,0,4,0
LINC01733,3,0,3,1,0,0,0,0,0,0,0
LINC01734,1,0,0,1,0,0,1,0,0,1,0
LINC01736,2,6,11,8,3,11,5,32,11,4,14
LINC01737,0,0,0,0,0,0,0,0,2,0,0
LINC01738,0,0,0,0,0,0,0,0,1,0,0
LINC01739,1,1,0,1,1,0,1,0,0,0,0
LINC01740,0,3,1,1,1,1,2,0,3,1,2
LINC01741,0,0,0,0,0,4,1,0,2,0,0
LINC01743,0,0,0,0,0,0,0,0,0,0,0
LINC01744,0,0,0,0,0,0,0,0,0,1,0
LINC01745,0,0,2,0,0,0,0,0,0,0,0
LINC01748,30,87,63,48,68,67,50,58,50,12,77
LINC01749,7,2,2,2,3,3,3,5,1,1,4
LINC01750,259,228,222,184,148,216,218,251,245,163,154
LINC01751,0,0,0,0,0,0,0,0,0,1,0
LINC01753,0,0,0,0,0,0,0,0,0,0,0
LINC01755,0,0,0,0,0,0,0,0,0,0,0
LINC01756,1,1,1,1,1,2,5,1,2,16,0
LINC01757,0,0,1,1,0,0,0,0,0,0,0
LINC01758,0,0,0,0,0,1,1,0,0,0,0
LINC01760,0,1,0,0,0,0,0,0,0,0,0
LINC01761,0,0,2,0,0,1,0,3,0,0,0
LINC01762,2,1,4,0,3,2,2,6,5,5,1
LINC01765,4,0,1,0,0,0,1,1,0,2,0
LINC01766,1,2,0,1,0,0,2,1,0,1,1
LINC01767,2,0,1,1,1,1,3,0,1,3,0
LINC01772,345,217,295,169,297,159,363,212,212,297,88
LINC01774,0,0,1,0,0,0,2,0,0,0,0
LINC01775,0,0,2,0,1,2,1,2,1,0,2
LINC01776,3,2,2,3,4,5,8,2,3,0,8
LINC01777,1,0,2,0,0,0,1,1,1,2,2
LINC01778,4,9,7,8,8,9,4,10,8,12,8
LINC01780,10,1,7,3,2,0,4,1,0,8,2
LINC01781,2,0,0,0,0,1,0,0,0,0,0
LINC01782,2,1,1,0,0,2,1,0,2,0,2
LINC01783,4,13,9,11,11,5,7,16,12,6,4
LINC01784,0,0,0,0,0,0,0,0,0,0,0
LINC01785,117,109,166,34,118,74,84,63,84,64,9
LINC01787,0,0,1,0,0,0,0,0,0,0,0
LINC01788,2,0,1,0,1,1,2,1,0,1,1
LINC01790,0,1,2,0,0,0,0,1,0,0,0
LINC01791,3,1,1,1,1,1,3,1,0,2,2
LINC01793,13,8,10,15,6,12,12,12,9,7,14
LINC01794,1,0,2,1,3,0,3,0,1,2,1
LINC01797,0,0,0,0,0,0,1,0,0,0,0
LINC01798,4,1,1,0,2,0,0,1,2,0,0
LINC01799,0,0,0,2,0,0,0,2,0,0,0
LINC01800,12,8,5,9,8,4,10,5,5,8,2
LINC01801,1,4,4,1,2,2,4,3,3,0,2
LINC01804,0,1,0,3,1,1,2,0,2,0,0
LINC01805,0,0,1,0,0,0,1,2,0,0,0
LINC01806,0,0,2,0,0,1,3,0,1,1,1
LINC01807,0,0,3,1,0,3,1,0,1,0,0
LINC01808,0,0,0,0,0,1,0,0,0,0,0
LINC01809,0,0,0,0,0,0,0,0,0,0,0
LINC01810,0,0,0,0,0,0,0,0,0,0,0
LINC01811,0,3,3,4,3,5,2,3,3,6,1
LINC01812,0,0,0,0,0,0,0,1,0,0,0
LINC01814,15,13,20,5,27,12,9,13,19,18,9
LINC01816,29,21,37,14,27,21,29,29,24,32,6
LINC01817,0,0,0,0,0,0,0,0,0,0,0
LINC01819,23,26,21,11,20,7,20,39,15,1,7
LINC01820,1,0,0,0,1,0,1,0,0,3,0
LINC01821,12,35,27,21,30,42,28,31,23,1,32
LINC01822,0,0,0,0,1,1,9,0,1,0,0
LINC01823,4,3,0,2,4,2,2,3,2,11,2
LINC01824,0,0,0,0,0,0,0,0,0,0,0
LINC01826,0,0,2,0,0,1,1,0,0,0,0
LINC01829,8,11,7,9,4,8,15,10,4,4,12
LINC01831,1,1,4,1,1,4,2,0,2,0,0
LINC01833,11,7,27,1,8,4,19,17,9,4,4
LINC01834,0,1,1,0,0,1,0,0,0,0,2
LINC01836,6,3,6,4,2,2,6,9,7,4,5
LINC01837,1,2,0,0,0,3,1,1,0,0,0
LINC01838,10,5,8,2,5,2,5,3,0,2,0
LINC01840,3,5,3,4,1,3,1,4,5,6,0
LINC01841,2,2,2,0,4,3,2,1,6,1,1
LINC01842,13,11,5,1,5,2,9,6,6,1,0
LINC01843,3,1,1,2,0,0,2,5,0,7,1
LINC01844,41,62,80,44,38,108,27,107,65,54,87
LINC01845,2,2,1,2,3,3,5,4,4,1,2
LINC01846,0,1,1,0,0,0,1,0,0,0,0
LINC01847,9,5,2,1,5,8,6,3,5,1,4
LINC01849,2,3,2,2,1,1,1,3,2,87,1
LINC01851,0,0,0,2,2,1,0,1,0,0,1
LINC01852,24,49,40,39,37,46,33,70,49,14,31
LINC01854,2,1,3,1,3,3,2,0,4,0,1
LINC01855,1,0,0,0,0,0,0,0,0,0,0
LINC01856,28,6,14,13,9,5,1,7,10,9,2
LINC01857,0,0,0,0,0,0,0,0,0,0,0
LINC01858,6,2,2,5,5,2,13,0,2,2,0
LINC01859,2,1,1,0,1,3,2,3,1,0,0
LINC01861,0,0,0,0,0,0,0,0,0,0,0
LINC01863,8,1,4,5,2,1,3,7,6,19,0
LINC01864,10,1,4,2,8,3,5,8,2,3,1
LINC01867,1,0,1,0,1,0,0,0,0,2,0
LINC01869,27,13,42,25,10,30,26,10,25,9,2
LINC01872,0,0,0,1,0,0,0,0,1,0,0
LINC01873,2,0,1,3,0,0,0,0,3,0,0
LINC01874,0,0,0,0,0,0,0,0,0,0,0
LINC01875,0,0,0,0,0,0,0,0,0,0,0
LINC01876,0,5,1,1,6,9,4,3,3,0,0
LINC01877,54,65,77,39,76,36,44,29,53,16,53
LINC01878,1,0,1,2,4,0,0,1,0,2,0
LINC01880,1,3,1,2,5,0,3,1,2,4,4
LINC01883,4,1,3,0,4,3,2,3,4,10,1
LINC01884,0,0,0,0,0,0,0,0,0,0,0
LINC01885,4,6,2,9,1,6,4,10,2,0,10
LINC01886,11,26,8,9,3,3,4,7,3,6,8
LINC01888,0,0,0,0,0,0,0,1,0,1,0
LINC01890,2,1,0,1,0,0,0,0,0,3,0
LINC01891,1,2,2,2,4,1,0,1,2,1,1
LINC01892,1,0,0,0,0,0,0,0,0,0,0
LINC01893,2,1,1,0,4,0,1,0,2,7,0
LINC01894,2,6,7,1,5,5,1,13,13,3,4
LINC01895,0,0,1,0,0,0,0,0,0,0,0
LINC01898,1,0,0,0,0,0,0,0,0,0,0
LINC01899,1,0,0,0,0,0,0,0,0,0,1
LINC01903,11,1,3,2,1,2,2,0,2,8,1
LINC01904,4,1,1,1,4,2,6,4,2,29,1
LINC01905,0,1,1,0,3,0,0,2,0,1,1
LINC01906,0,0,2,0,3,3,2,1,0,2,0
LINC01907,11,9,8,7,7,8,8,15,12,3,5
LINC01909,14,8,8,5,9,3,23,13,7,12,4
LINC01910,3,1,2,1,0,0,2,4,1,3,0
LINC01913,0,0,1,0,0,1,0,0,0,1,0
LINC01914,0,1,0,0,0,0,0,1,1,0,1
LINC01915,3,5,4,7,5,4,0,5,5,27,3
LINC01916,0,0,0,0,0,0,0,0,0,0,0
LINC01917,1,0,1,2,0,0,2,1,0,3,0
LINC01918,15,13,14,8,19,23,13,19,12,21,4
LINC01919,2,0,0,0,1,0,3,0,2,2,0
LINC01920,0,0,1,0,0,1,0,0,0,0,0
LINC01922,0,0,2,0,0,1,1,0,0,0,0
LINC01924,2,0,1,1,0,0,0,0,0,1,1
LINC01925,0,0,0,0,0,0,0,0,0,0,0
LINC01926,0,0,0,0,0,0,1,0,0,0,0
LINC01928,0,0,0,0,0,0,0,0,0,0,0
LINC01929,3,2,1,7,1,4,4,3,1,1,9
LINC01931,31,22,33,9,31,10,30,25,20,29,14
LINC01932,3,1,0,0,3,0,1,0,0,0,0
LINC01933,11,11,16,7,12,6,14,2,4,4,5
LINC01935,0,0,0,0,1,0,0,0,0,0,0
LINC01940,1,0,0,1,0,0,3,4,1,1,1
LINC01941,0,0,0,0,0,0,0,2,0,0,0
LINC01942,10,3,7,9,7,5,8,17,12,25,2
LINC01944,0,1,1,0,0,0,0,0,0,0,0
LINC01946,0,0,0,1,0,0,0,0,0,2,0
LINC01947,1,1,0,0,3,3,0,0,0,4,0
LINC01948,6,9,17,10,5,6,7,7,7,2,9
LINC01950,3,0,3,1,3,2,3,5,0,7,1
LINC01951,4,3,5,3,1,2,3,3,1,5,2
LINC01954,7,12,10,2,9,2,9,9,3,4,6
LINC01957,0,0,1,0,0,0,1,0,0,0,0
LINC01960,3,0,1,0,1,0,0,0,0,0,0
LINC01962,1,0,0,0,0,1,0,0,0,0,0
LINC01963,2532,6395,3417,4307,1769,4715,2552,5097,5311,1363,4214
LINC01964,2,0,1,1,0,2,0,1,0,11,0
LINC01968,3,2,1,1,0,1,1,1,0,1,1
LINC01970,9,8,12,4,10,2,9,7,4,4,3
LINC01972,0,0,1,0,0,0,1,0,0,0,0
LINC01973,5,3,0,2,3,2,1,1,1,1,1
LINC01976,5,6,7,6,2,1,5,4,2,6,0
LINC01978,21,21,38,13,55,18,23,11,13,13,3
LINC01979,34,19,30,10,45,19,21,18,21,9,6
LINC01980,0,0,1,0,0,0,0,0,0,0,0
LINC01981,1,0,0,0,0,0,0,0,0,0,1
LINC01982,0,0,0,0,0,0,0,1,0,0,0
LINC01985,1,0,1,0,0,0,0,0,0,0,0
LINC01986,1,0,0,0,1,0,0,0,0,0,1
LINC01987,1,0,0,1,0,1,1,0,0,0,0
LINC01989,8,2,13,9,8,7,7,3,5,4,4
LINC01990,29,40,25,24,20,22,26,21,24,12,24
LINC01992,18,2,17,8,16,1,11,5,0,2,5
LINC01993,7,4,3,2,2,3,4,3,1,6,1
LINC01994,1,0,3,2,3,2,0,0,0,0,0
LINC01995,2,4,3,0,7,2,2,1,1,0,0
LINC01996,2,1,2,0,1,1,1,3,2,47,1
LINC01998,7,3,19,2,20,15,14,6,9,2,2
LINC01999,0,0,0,1,0,0,0,0,0,0,0
LINC02000,0,0,0,0,0,0,0,0,0,0,0
LINC02003,5,13,11,12,15,14,8,16,13,29,7
LINC02004,0,0,1,0,2,0,0,2,0,1,3
LINC02008,0,2,1,3,3,3,2,3,3,1,0
LINC02010,0,0,0,0,0,1,1,2,1,0,0
LINC02011,1,2,3,2,0,0,2,1,2,2,0
LINC02013,0,0,0,0,0,0,0,0,0,19,0
LINC02015,4,9,9,5,5,6,9,3,13,4,3
LINC02016,5,7,10,12,5,5,8,16,13,1,10
LINC02017,0,0,1,0,0,1,0,0,0,0,0
LINC02018,81,34,71,39,58,36,72,56,43,61,19
LINC02021,70,24,40,28,26,32,24,23,38,12,12
LINC02022,2,2,1,0,3,2,2,1,1,3,3
LINC02023,14,1,6,4,1,9,5,5,7,23,5
LINC02024,107,40,107,33,133,87,228,66,68,275,23
LINC02025,0,0,0,0,0,0,0,0,0,0,0
LINC02026,6,2,5,0,3,3,6,3,1,1,0
LINC02028,18,28,23,8,20,16,37,25,20,3,6
LINC02029,0,1,0,2,1,1,0,0,0,2,1
LINC02032,0,0,1,1,0,0,0,0,1,0,0
LINC02035,465,768,592,545,418,809,411,702,634,136,491
LINC02037,1,0,0,0,0,0,0,0,1,0,0
