symbol,SL32271,SL5882,SL6338,SL6407,SL6409,SL6663,SL6670,SL7380,SL7622,SL7854
MAMSTR,200,87,138,116,168,194,237,160,180,172
MAN1A1,877,1002,2688,535,6050,3633,3768,9514,4060,557
MAN1A2,2868,2380,7281,3281,11603,13948,14082,19425,8572,8112
MAN1B1,2136,1017,2008,850,2932,2074,2338,3097,2593,1121
MAN1B1-DT,72,15,72,11,49,76,69,62,57,28
MAN1C1,1229,384,1647,726,1611,1098,1071,2346,1738,555
MAN2A1,609,226,910,962,1380,717,1484,1747,1373,1626
MAN2A2,5436,3113,6375,2816,8046,5359,9666,11190,10256,3949
MAN2B1,453,203,384,310,504,506,670,626,551,528
MAN2B2,4539,1935,6452,1889,6858,4103,8069,7154,4122,1903
MAN2C1,5070,3414,4404,4254,6580,7558,11925,6940,6085,3748
MANBA,227,154,435,192,636,383,499,922,495,291
MANBAL,947,571,2080,861,2820,1845,2208,3655,1597,634
MANCR,0,0,4,9,6,0,0,1,0,1
MANEA,116,116,453,182,679,278,511,923,453,324
MANEA-DT,25,10,40,19,56,26,31,70,51,34
MANEAL,464,171,655,138,930,709,803,1108,743,195
MANEALP1,0,0,8,6,6,0,0,0,0,2
MANF,147,65,239,589,330,361,420,560,271,110
MANSC1,310,192,706,156,1074,471,612,1230,665,248
MANSC4,3,4,6,5,8,5,5,9,12,8
MAOA,695,527,1708,1276,2812,1115,1856,3334,1770,1410
MAOB,4667,3053,9696,4040,12378,6424,7993,16164,8614,3068
MAP10,89,55,204,14,324,146,217,402,234,104
MAP1A,42816,31965,103093,24322,110866,104271,104014,131063,95867,36436
MAP1B,25290,22568,77367,35016,111875,80187,95331,137075,102150,51384
MAP1LC3A,2580,941,2825,2639,3805,3650,3763,3851,3017,1239
MAP1LC3B,1672,1323,4562,2840,6790,4049,5888,8721,4073,2467
MAP1LC3B2,31,9,30,19,26,15,36,28,33,29
MAP1LC3BP1,4,3,4,9,5,4,6,2,7,4
MAP1LC3C,6,3,12,12,19,2,8,3,2,2
MAP1S,14164,3696,10586,2557,5591,10030,10163,6089,7265,1301
MAP2,14234,13830,48979,6522,85501,54306,51245,115797,71578,13706
MAP2K1,3041,1835,6773,1318,11365,7084,8056,13997,8444,1325
MAP2K2,5459,2015,5894,3586,6503,7425,8232,7643,5075,2068
MAP2K3,850,270,730,1964,746,704,907,948,767,367
MAP2K4,921,827,2451,753,5236,2639,3355,6276,3029,813
MAP2K4P1,6,3,17,5,31,10,23,36,17,7
MAP2K5,467,271,893,356,1595,896,1171,1602,874,425
MAP2K6,102,42,154,108,218,100,133,270,104,137
MAP2K7,2038,769,1796,1275,2004,2450,3169,2289,2194,1649
MAP3K1,180,133,415,204,610,223,456,954,590,496
MAP3K10,23111,7271,19362,6645,13432,28182,26695,15342,15846,2961
MAP3K11,3923,1019,3404,2443,2699,3479,4538,3474,3673,2719
MAP3K12,2217,1264,2082,855,2581,2333,3348,3013,3005,1149
MAP3K13,622,478,1547,1258,3091,1640,2089,2751,1452,1146
MAP3K14,1333,597,1226,957,1242,1053,1697,1334,966,361
MAP3K15,11,5,31,50,47,16,26,44,22,21
MAP3K19,173,54,625,212,361,18,47,321,48,72
MAP3K2,697,403,1681,1299,2432,1452,2064,3306,1837,1803
MAP3K2-DT,130,86,176,42,94,183,106,342,77,124
MAP3K20,546,452,1482,1429,1662,1185,1647,2497,1420,1811
MAP3K20-AS1,7,4,13,29,13,5,2,7,9,18
MAP3K21,161,128,261,99,436,210,267,669,359,134
MAP3K3,1504,882,1746,1691,2152,1905,2835,2637,1801,1278
MAP3K4,466,423,1036,641,1438,1067,1345,1940,1167,718
MAP3K4-AS1,68,37,116,153,206,148,164,259,134,57
MAP3K5,1653,1322,3445,2199,5896,3100,4539,7392,4420,2637
MAP3K5-AS1,17,15,24,40,28,33,35,45,36,60
MAP3K6,2039,240,608,2170,613,380,739,495,839,424
MAP3K7,529,371,1124,683,1937,1109,1536,2489,1301,928
MAP3K7CL,33,35,51,72,88,56,94,87,63,70
MAP3K8,70,32,88,175,127,49,88,74,95,146
MAP3K9,1428,1141,3613,1617,5268,3845,3928,5861,2992,808
MAP3K9-DT,103,56,235,35,340,279,350,447,204,66
MAP4,14673,10151,32877,22399,29476,25862,24830,35503,30272,41225
MAP4K1,61,47,99,91,114,87,132,87,111,81
MAP4K1-AS1,2,0,1,4,0,1,0,0,0,1
MAP4K2,1033,666,1282,820,1620,1723,1916,1931,1951,842
MAP4K3,499,306,1044,565,1774,741,1123,1800,1049,798
MAP4K3-DT,372,169,506,252,659,638,898,631,399,404
MAP4K4,5946,5254,15846,13023,13423,16835,13892,18240,17536,24022
MAP4K5,566,322,950,1021,1479,753,1246,1609,1278,1618
MAP6,2497,1592,4487,1542,6827,4272,4951,7396,4775,1773
MAP6D1,1185,561,1877,562,2110,1485,2531,2706,1779,1201
MAP7,1774,987,4118,1872,4736,4059,4721,6421,4188,5087
MAP7D1,15326,4378,14897,6838,15420,15177,16088,19588,17574,5039
MAP7D2,1987,1311,4333,1328,6371,6037,6628,8628,5305,1404
MAP7D3,106,70,286,202,296,238,280,518,379,300
MAP9,1450,1137,3255,1031,5676,5482,6133,8370,5075,2563
MAP9-AS1,8,4,17,21,19,13,13,9,19,16
MAPK1,12011,10165,31062,6968,68504,27981,30181,65707,37129,7768
MAPK10,1743,1576,5349,1874,8385,4576,5750,10821,5123,2783
MAPK10-AS1,10,4,11,21,18,9,9,9,16,33
MAPK11,3496,1761,2498,2790,4129,4646,5979,3745,2750,1224
MAPK12,2514,1161,1536,1252,1819,1849,2598,2180,2494,756
MAPK13,265,100,185,103,216,270,289,343,352,81
MAPK14,655,447,1434,631,2536,1292,1748,3221,1792,786
MAPK15,3235,878,2040,1521,1618,373,794,506,364,73
MAPK1IP1L,911,587,1740,1600,4370,1569,1950,3846,2281,1221
MAPK3,7626,3908,9303,3823,9485,8431,10620,11581,7214,3119
MAPK4,8537,4265,11378,15351,18739,8001,13348,15663,8876,3930
MAPK6,911,680,2517,961,3993,2073,2677,5006,2311,1044
MAPK6-DT,2,2,4,5,15,2,8,6,8,1
MAPK7,1096,493,1084,755,1493,1010,1529,1212,1049,494
MAPK8,386,272,826,493,1579,898,1079,2063,1280,688
MAPK8IP1,18127,5612,17546,6104,19000,20214,18604,22664,17928,5050
MAPK8IP1P1,66,50,15,200,13,13,7,3,73,3
MAPK8IP2,24516,7014,18705,3882,16995,23443,20401,20459,21085,3672
MAPK8IP3,38886,14483,34880,11806,33405,37794,48321,35298,36518,9913
MAPK8IP3-AS1,23,15,22,48,37,35,58,64,38,35
MAPK9,2407,1806,5327,1087,8413,4814,6617,10693,6279,1590
MAPKAP1,2262,1706,5143,2677,6866,4361,5992,8211,4915,2083
MAPKAPK2,1297,575,1765,3889,1587,1106,1575,2100,1369,1380
MAPKAPK3,341,242,637,485,578,498,777,902,578,547
MAPKAPK5,483,250,851,569,1524,856,1084,1490,939,543
MAPKAPK5-AS1,39,30,70,79,123,83,139,180,96,35
MAPKAPK5P1,0,0,2,3,1,0,0,1,0,0
MAPKBP1,3488,2044,4091,2263,5171,3938,4608,5747,5362,2448
MAPRE1,735,434,1690,1707,3599,1313,1871,2979,1489,1535
MAPRE1P3,5,1,3,8,3,1,2,1,4,5
MAPRE2,4547,3273,11788,5150,18886,10488,13738,24008,12705,5731
MAPRE3,4863,2220,7127,2572,9745,7638,9100,12946,8307,2524
MAPRE3-AS1,37,24,28,93,42,45,71,35,45,67
MAPT,16383,10660,31015,14896,33256,41633,39998,43188,28796,17444
MARCHF1,344,155,879,386,1219,784,898,1548,873,719
MARCHF10,128,38,197,110,220,84,127,134,61,19
MARCHF10-DT,4,3,5,15,9,1,5,7,1,5
MARCHF11,53,22,97,65,104,128,127,178,95,17
MARCHF11-AS1,4,2,5,16,5,6,9,5,5,2
MARCHF2,1360,678,1773,1346,2065,2201,2998,2423,1991,1361
MARCHF3,278,55,230,579,250,141,281,313,209,281
MARCHF4,669,462,1683,234,2112,2025,1982,3226,1740,368
MARCHF5,476,294,1016,655,2083,901,1275,2198,1117,524
MARCHF6,2785,1943,7059,2740,11500,5493,7697,15120,7919,3917
MARCHF7,733,546,1730,884,2969,1292,2122,2946,1671,1100
MARCHF8,798,555,1824,610,2394,1441,1647,3210,1947,1447
MARCHF9,1345,558,1668,994,1903,1897,2078,2306,1738,502
MARCKSL1,5248,2532,10778,5371,9884,8176,7978,13372,9009,7054
MARCO,5,2,2,8,5,9,23,17,5,8
MARCOL,0,0,1,0,0,0,0,0,2,4
MARF1,1696,1631,4524,1459,6599,3960,5591,8976,5157,2356
MARK1,439,228,756,419,1464,747,849,1801,1127,511
MARK2,3291,1499,4731,2128,5823,4612,5602,5914,4316,1864
MARK2P10,0,2,2,9,2,0,5,0,0,3
MARK2P11,0,0,6,12,7,0,1,0,0,1
MARK2P12,1,0,0,6,2,0,0,0,0,0
MARK2P13,1,0,1,10,5,0,0,0,0,0
MARK2P14,0,0,0,0,0,0,0,0,0,0
MARK2P4,0,0,4,7,2,0,0,0,0,0
MARK2P5,0,1,0,1,3,3,0,0,1,0
MARK2P7,1,0,4,6,2,0,1,0,0,3
MARK3,1290,822,1901,2742,3159,1828,2706,3196,2344,2418
MARK3P1,0,0,1,3,1,0,1,3,1,0
MARK4,5824,2264,5766,2937,6018,5169,7210,6081,4944,1777
MARS1,1604,1165,3037,2633,5091,3201,4099,5242,3072,1320
MARS2,121,61,191,92,309,171,228,343,254,93
MARVELD1,312,212,453,191,484,519,657,811,635,319
MARVELD2,45,20,102,118,122,67,102,148,97,61
MARVELD3,17,3,10,55,16,13,8,13,15,24
MAS1,2,0,7,1,4,0,1,1,0,0
MAS1L,0,0,1,3,2,0,0,0,0,0
MAS1LP1,1,0,0,4,8,0,0,0,0,0
MASP1,568,200,1102,514,1002,179,362,1024,498,772
MASP2,111,59,129,86,241,120,178,201,202,134
MAST1,1635,779,1809,566,2254,2696,2600,3255,3468,1179
MAST2,2110,1335,3533,2465,3933,2960,3516,4616,3129,1644
MAST3,14584,7082,22497,4212,27231,20935,24829,27402,22239,4633
MAST4,1045,642,2226,2536,2330,1591,2092,3188,1878,2521
MASTL,90,60,199,100,358,205,226,403,267,155
MAT1A,60,24,100,51,140,58,69,209,150,74
MAT2A,1908,1834,3235,3339,10114,3062,5545,7846,5938,2858
MAT2B,680,449,1582,574,2984,1431,2169,3535,1676,737
MATCAP1,2301,1227,2207,1779,2927,2626,3290,3108,3013,1213
MATCAP2,222,160,464,230,850,370,611,1051,564,201
MATK,1636,583,1417,483,1453,2346,2210,1992,1411,351
MATN1,9,5,12,15,18,21,18,24,15,14
MATN1-AS1,18,12,20,10,32,19,37,22,35,57
MATN2,568,250,1298,739,1093,397,959,1197,712,939
MATN3,52,28,49,61,97,38,126,76,65,58
MATN4,8,2,8,14,13,6,6,0,7,5
MATR3,5842,4550,13781,4250,23317,15533,18902,33052,17343,9379
MAU2,3500,1650,3370,2237,3711,3522,5165,4868,5057,2972
MAVS,1945,700,1760,1363,2329,1270,1867,3007,1802,1958
MAX,432,261,823,797,1201,941,1346,1716,953,858
MAZ,731,132,509,302,436,696,523,851,782,227
MB,2,5,19,6,28,21,26,47,12,12
MB21D2,46,39,158,48,257,143,181,406,225,74
MBD1,2244,1297,3040,1690,3838,3277,4292,4742,3289,1485
MBD2,467,320,926,633,1835,833,1231,1768,1000,525
MBD3,2700,1039,2758,2877,2808,4192,4533,3339,2572,1391
MBD3L1,0,0,2,5,0,1,1,1,0,0
MBD3L2,0,0,0,2,0,0,0,0,0,0
MBD3L2B,0,0,0,1,1,0,0,0,0,0
MBD3L3,0,0,1,1,1,0,0,0,0,0
MBD3L4,0,0,0,1,0,0,0,0,0,0
MBD3L5,0,0,0,2,1,0,1,0,0,0
MBD4,341,226,677,498,1156,767,1015,1430,851,651
MBD5,524,337,1458,383,2134,921,1164,2694,1503,827
MBD6,1153,542,1110,946,1573,923,1589,1779,1472,1171
MBIP,196,106,308,217,572,279,406,628,407,412
MBL1P,69,26,53,47,85,53,92,64,64,55
MBL2,0,1,7,11,18,0,0,0,0,1
MBL3P,6,5,8,2,19,3,15,16,13,2
MBLAC1,131,32,134,53,159,171,181,179,127,55
MBLAC2,280,160,609,71,904,534,638,1656,799,312
MBNL1,1136,829,2926,1549,4629,2074,3304,5768,2926,1835
MBNL1-AS1,81,68,234,57,425,213,276,325,188,111
MBNL2,2842,2184,7343,2954,14483,5685,8722,15464,8098,4323
MBNL3,67,66,253,79,317,95,244,408,148,235
MBOAT1,12,8,37,50,48,29,34,59,41,82
MBOAT2,857,608,2473,1571,3342,1743,2577,4057,2104,2452
MBOAT4,2,7,3,12,9,9,7,18,10,5
MBOAT7,8383,3403,9383,3643,11781,10165,10168,16022,12258,2541
MBP,102095,46479,153370,104387,98193,164967,92448,124732,193452,296603
MBTD1,229,158,343,209,612,383,558,800,532,514
MBTPS1,2517,1868,4662,2518,7863,4892,6159,10161,5878,2186
MBTPS2,191,149,444,167,895,358,553,945,559,393
MC1R,216,198,249,712,328,369,533,237,262,146
MC2R,0,0,0,2,2,0,0,0,0,0
MC3R,0,0,1,0,0,1,0,0,1,0
MC4R,61,54,74,6,222,42,142,160,43,27
MC5R,1,0,9,10,8,3,0,2,0,0
MCAM,2088,1396,3406,3616,4482,2800,6030,5878,3704,3333
MCAT,490,203,722,191,897,835,953,1198,697,183
MCC,577,452,1355,1198,2276,700,1171,2956,1442,1846
MCCC1,543,378,1053,491,1897,1050,1491,2033,1170,721
MCCC2,761,482,1412,722,2198,960,1378,2663,1750,1048
MCCD1,0,0,2,2,1,0,1,1,0,0
MCCD1P1,2,1,2,2,2,0,5,2,1,2
MCEE,58,27,81,50,124,90,153,158,118,92
MCEMP1,14,1,8,14,12,5,4,5,5,4
MCF2,148,123,421,91,656,475,604,1033,591,188
MCF2L,5145,2445,4196,5148,6298,5052,8088,7352,7204,3557
MCF2L2,1558,795,1839,791,2113,1987,2027,4476,4257,1782
MCFD2,1254,1086,3255,1309,6195,2718,3680,8717,3803,1652
MCHR1,50,25,103,33,96,232,76,270,130,26
MCHR2,24,14,107,12,243,159,99,155,80,23
MCHR2-AS1,0,0,1,3,4,0,0,1,0,0
MCIDAS,18,17,31,9,58,36,16,36,18,4
MCL1,2054,750,2156,6293,5434,1883,2600,4490,3215,3637
MCM10,3,1,14,28,20,0,5,7,22,7
MCM2,157,91,374,59,374,270,418,593,400,155
MCM3,523,376,1220,433,1692,1499,1286,1768,1003,560
MCM3AP,1426,873,2409,1036,3353,2016,2614,3636,2442,1524
MCM3AP-AS1,173,113,210,237,275,241,255,372,341,301
MCM4,824,495,1651,300,2124,1171,1588,2494,1673,630
MCM5,325,162,501,161,668,364,536,652,435,375
MCM6,203,163,594,179,980,363,516,1304,681,252
MCM7,1288,799,1798,1501,1844,2450,2622,2421,2068,2482
MCM8,78,63,138,122,188,152,203,239,207,204
MCM9,94,73,211,141,374,147,232,421,225,240
MCMBP,464,279,908,568,1426,574,948,1772,882,625
MCMDC2,41,36,118,100,174,101,155,206,112,128
MCOLN1,750,375,973,446,1305,1299,1598,1672,1052,494
MCOLN2,2,2,11,18,24,2,6,10,19,9
MCOLN3,19,56,41,52,52,89,84,87,119,55
MCPH1,188,125,357,202,637,265,367,601,398,304
MCPH1-DT,104,34,124,62,138,129,153,214,134,69
MCRIP1,295,59,185,209,154,263,252,246,197,141
MCRIP2,562,303,611,654,571,636,843,705,614,363
MCRIP2P2,1,0,3,4,1,0,0,0,0,1
MCRS1,1014,554,1449,782,2387,1793,2349,2239,1265,832
MCTP1,1916,1242,5186,1090,10435,3875,8040,7888,4092,856
MCTP2,82,83,163,48,204,100,157,176,158,20
MCTS1,186,115,346,156,656,431,545,718,332,187
MCTS2,22,9,24,14,47,21,10,66,34,14
MCU,154,123,447,310,762,362,508,1057,465,256
MCUB,39,27,104,82,123,75,75,136,80,73
MCUR1,448,239,787,489,1013,739,995,1678,1155,716
MDC1,614,353,1185,464,1432,753,1068,1652,1178,977
MDC1-AS1,0,0,0,0,2,0,0,0,0,0
MDFI,220,88,338,390,348,305,597,471,344,251
MDFIC,145,54,439,237,436,147,236,502,208,358
MDFIC2,2,1,5,4,5,3,13,2,0,0
MDGA1,1439,728,1667,1130,2257,945,1808,1902,1494,741
MDGA2,122,92,337,151,499,552,485,641,358,259
MDH1,3923,2419,7375,1398,12558,9128,12962,15700,6839,2186
MDH1B,133,83,314,60,318,205,252,471,198,115
MDH2,3567,1522,5285,1436,7443,5820,6252,8836,5040,1093
MDK,215,68,397,184,272,239,296,364,296,213
MDM1,177,91,327,171,422,243,316,615,328,316
MDM2,502,264,871,682,1459,719,1203,1707,1111,959
MDM4,851,412,870,803,1602,935,1294,1628,1481,1746
MDN1,2208,1633,4573,2521,6627,4145,4727,6911,5194,4468
MDP1,0,1,1,2,2,0,4,2,3,2
MDS2,1,1,8,15,16,4,9,1,1,4
ME1,685,466,1589,847,2703,1168,1658,2911,1389,1101
ME2,602,393,1263,591,2378,999,1385,2698,1524,842
ME3,1749,847,2706,768,3863,2756,3318,3643,2107,481
MEA1,516,226,808,361,1050,941,1233,1469,673,361
MEAF6,930,494,1759,597,2840,1612,2138,3595,1823,686
MEAK7,308,155,440,244,800,456,567,682,424,337
MECOM,124,116,179,472,287,181,507,371,209,348
MECOM-AS1,0,0,0,1,0,1,0,3,2,1
MECP2,3013,2065,6831,3264,8755,6196,7558,12216,7168,3493
MECR,943,515,1395,451,2124,1385,1688,2023,1391,607
MED1,458,323,1232,522,1586,817,1307,2163,1186,963
MED10,234,145,461,241,599,663,653,859,437,315
MED11,57,38,86,65,148,139,185,192,93,114
MED12,1308,912,2510,1524,2828,1172,2195,3307,2445,1737
MED12L,309,164,618,258,1089,412,575,1201,697,454
MED13,1068,711,2743,1751,4682,1844,2709,5829,3000,2364
MED13L,1697,910,3004,1932,4121,1668,2728,4955,3239,2230
MED13P1,0,0,0,0,0,0,0,0,0,0
MED14,554,341,1212,468,2198,802,1210,2067,1441,975
MED14P1,0,0,0,0,0,0,0,0,0,0
MED15,5872,2152,5488,4412,6236,4620,6269,6791,6090,2137
MED15P3,0,1,0,1,2,0,0,0,0,0
MED15P5,3,3,8,4,4,7,3,8,2,2
MED15P9,0,0,4,18,7,0,0,0,0,0
MED16,3600,1187,3615,1957,4431,4276,4211,4407,3614,1704
MED17,318,163,538,388,974,410,673,953,630,395
MED18,78,41,113,65,161,130,174,237,150,61
MED19,233,91,344,324,492,575,622,739,347,256
MED20,98,50,159,159,275,179,285,440,175,113
MED21,294,176,653,269,954,548,747,1376,648,361
MED22,1135,626,1677,844,1595,1499,1916,2220,1466,822
MED23,411,324,701,407,1390,546,912,1476,1108,602
MED24,3333,1708,4870,2380,6536,5311,6521,6044,4568,1834
MED25,3428,1117,3315,1419,3096,2357,2899,3224,3007,1162
MED26,218,92,285,264,428,235,410,409,316,140
MED27,198,99,363,224,572,375,446,640,292,160
MED28,982,591,1779,1215,2884,1691,2123,3763,2045,1608
MED28P2,0,0,0,0,0,0,0,0,0,0
MED28P3,1,1,13,3,6,4,7,8,7,15
MED28P5,0,0,0,0,0,0,0,0,0,0
MED28P6,1,0,0,6,6,1,2,3,3,4
MED29,2851,1725,5284,2242,6246,3914,5049,7457,5044,2809
MED30,56,18,95,60,119,61,131,113,64,63
MED31,48,28,61,46,88,62,117,104,91,74
MED4,200,88,327,199,542,305,506,687,367,247
MED4-AS1,1,1,4,6,0,2,3,1,2,4
MED6,182,70,294,200,485,318,415,591,278,238
MED7,129,68,244,105,455,258,323,507,215,207
MED8,176,95,320,260,625,343,462,587,308,229
MED9,1236,511,1189,771,1676,1199,1427,1994,1229,489
MEDAG,37,8,14,54,7,10,14,18,20,5
MEF2A,1199,753,3095,815,4181,2169,2649,5273,3357,1637
MEF2C,665,353,2434,741,4380,2881,1761,4023,2453,1570
MEF2C-AS1,38,16,84,47,103,52,76,108,51,65
MEF2C-AS2,1,2,0,2,8,1,2,2,2,10
MEF2D,5111,3364,9864,2751,14837,9778,9497,17172,11095,2570
MEFV,12,4,22,23,22,14,6,8,8,14
MEG3,37890,26509,24048,162987,61758,57506,69297,45038,60647,53946
MEGF10,848,769,2400,1125,4290,1076,2859,4708,2469,2555
MEGF11,599,171,542,540,954,585,555,1098,721,588
MEGF6,1084,376,840,206,736,897,1519,972,858,408
MEGF8,16520,7285,20698,6076,23229,20522,22146,27289,22414,6095
MEGF9,1264,902,3669,1279,5208,2425,3555,6871,3775,3129
MEI1,14,8,36,68,56,26,27,18,31,32
MEI4,16,12,27,22,59,14,43,45,30,57
MEIG1,6,1,19,12,14,16,20,29,11,17
MEIKIN,5,3,3,16,4,15,8,3,1,16
MEIOB,20,8,37,23,60,21,37,39,44,32
MEIOC,26,18,44,44,98,34,56,103,62,24
MEIOSIN,0,2,15,17,12,2,4,5,0,1
MEIS1,185,131,458,211,824,334,502,721,572,483
MEIS1-AS2,0,0,1,0,0,0,0,0,0,3
MEIS2,2469,2276,6482,3125,12500,7184,8451,12681,7252,2589
MEIS3,499,268,519,269,678,1365,242,810,809,354
MELK,3,2,11,22,24,1,4,5,35,3
MELTF,248,161,322,131,227,293,332,227,246,357
MELTF-AS1,278,100,162,141,133,197,256,150,164,99
MEMO1,158,80,226,296,338,317,400,415,224,360
MEMO1P4,0,0,2,1,3,0,0,1,0,1
MEMO1P5,0,1,0,4,2,0,0,0,0,2
MEN1,1966,984,2097,843,2159,2159,2828,2848,2242,708
MEOX1,14,6,14,22,19,8,9,8,8,15
MEOX2,7,8,10,7,17,22,16,16,4,24
MEP1A,1,2,14,19,15,5,2,6,5,3
MEP1B,14,10,23,23,33,14,24,20,24,63
MEPCE,2425,1180,2810,1959,3768,2801,3123,3914,2984,1124
MEPE,7,0,14,3,8,14,2,25,26,71
MERTK,447,284,751,1089,2277,583,1339,1549,799,575
MESD,710,361,1207,774,2026,1333,1761,2399,1475,1022
MESP1,107,22,107,32,83,188,123,204,160,56
MESP2,31,14,57,5,31,60,58,35,44,12
MEST,697,487,1278,590,2703,1292,1822,2957,1530,978
MESTIT1,0,0,5,1,4,3,5,11,4,3
MESTP3,0,0,1,3,7,1,4,0,0,1
MET,30,17,147,80,96,113,157,234,214,27
METAP1,379,283,928,347,1640,1122,1422,2453,1284,474
METAP1D,105,66,222,81,304,203,286,382,266,206
METAP2,878,631,1909,1614,3398,2649,3392,3971,2117,2059
METRN,5052,1677,6716,4733,4800,5225,8304,6628,4549,3412
METRNL,412,102,300,739,401,317,409,446,226,222
METTL1,80,56,121,82,224,176,200,198,108,41
METTL13,643,462,1526,513,2188,1673,1936,2344,1290,482
METTL14,278,162,516,372,787,507,727,1076,604,488
METTL15,89,94,340,155,303,280,334,550,322,194
METTL15P3,0,0,3,3,4,0,0,0,0,0
METTL16,595,472,1431,1311,2044,1394,1665,2428,1283,1152
METTL17,161,129,218,167,395,251,400,416,378,215
METTL18,19,18,66,39,86,73,72,97,57,57
METTL21A,152,79,295,236,464,396,469,568,296,279
METTL21AP1,7,4,4,12,8,4,4,3,5,13
METTL21C,1,0,1,6,2,2,0,3,0,0
METTL21EP,35,35,40,28,48,36,57,74,36,44
METTL22,262,129,337,276,429,307,529,447,336,236
METTL23,63,40,94,59,134,105,141,154,99,82
METTL24,37,32,87,21,85,62,89,157,85,44
METTL25,29,29,94,91,128,101,194,208,123,188
METTL25B,476,212,634,575,781,607,905,837,571,486
METTL26,1527,489,1336,698,1513,1685,2158,1749,1436,567
METTL27,71,36,121,27,140,38,81,71,53,60
METTL2A,139,73,324,203,549,422,448,750,297,298
METTL2B,341,148,492,523,763,561,636,955,595,592
METTL3,594,418,1053,601,1562,951,1508,1751,1214,783
METTL4,94,81,248,112,440,179,289,478,238,179
METTL5,172,127,414,241,687,460,696,856,433,279
METTL6,291,179,617,274,979,634,857,1225,651,510
METTL7A,1801,1028,4145,4266,6522,3020,4753,6981,3214,4629
METTL7B,32,13,49,102,18,13,25,46,30,36
METTL8,434,384,1143,561,1552,1080,1404,2026,1013,865
METTL9,1707,1396,4663,1683,7224,4493,6501,8523,3504,1532
MEX3A,110,45,213,254,148,175,159,225,195,131
MEX3B,138,32,95,72,78,128,140,212,198,75
MEX3C,456,214,788,745,1203,594,944,1738,933,582
MEX3D,1010,72,400,247,242,371,433,530,661,224
MFAP1,306,223,646,434,1082,730,902,1148,665,532
MFAP2,19,7,23,17,20,9,21,15,10,8
MFAP3,255,172,549,489,958,373,592,1137,539,397
MFAP3L,897,475,1948,2245,3315,1076,2521,4176,1818,2103
MFAP4,270,193,423,243,326,276,556,618,609,435
MFAP5,5,11,23,25,21,7,31,50,27,55
MFF,874,588,1913,808,3512,1942,2908,4348,1940,1175
MFF-DT,41,39,107,54,134,107,136,141,83,51
MFGE8,1740,886,3892,2626,5498,2931,5617,6628,3223,2247
MFHAS1,1593,417,1406,1689,1863,1534,1886,2299,1586,698
MFN1,284,149,444,301,776,429,540,797,623,513
MFN1P1,0,0,0,3,0,0,1,0,0,0
MFN2,5044,3510,9849,3654,13140,9014,11373,16308,8898,4704
MFNG,106,50,122,291,121,129,219,193,140,129
MFRP,0,0,0,0,0,0,0,0,0,0
MFSD1,244,161,463,302,872,380,700,961,514,432
MFSD10,2782,1231,1930,2159,2657,3223,4228,2671,2439,980
MFSD11,305,240,518,623,975,604,793,872,649,522
MFSD12,2517,903,2507,1807,2633,3091,3511,2765,2604,1689
MFSD13A,981,497,995,599,1443,1094,1445,1533,1361,492
MFSD13B,78,75,88,161,162,127,179,119,216,193
MFSD14A,515,328,1334,586,2391,1264,1686,2946,1553,768
MFSD14B,617,373,1392,823,2430,851,1557,2825,1561,903
MFSD14CP,149,68,196,133,292,230,254,348,219,215
MFSD2A,465,390,858,1218,1377,795,1202,1609,1078,714
MFSD2B,143,74,118,135,147,147,178,132,198,91
MFSD3,1112,389,1111,369,1246,1893,1886,1509,1257,293
MFSD4A,376,209,937,123,1104,1240,922,1692,990,444
MFSD4B,278,166,254,294,531,300,399,539,444,341
MFSD4BP1,1,0,3,6,12,0,0,1,4,2
MFSD5,371,245,738,431,925,731,896,1245,598,270
MFSD6,1011,937,3268,572,5010,2839,3255,6296,3680,1813
MFSD6L,1,3,8,6,7,3,8,2,3,6
MFSD8,233,163,452,240,841,356,605,958,660,424
MFSD9,100,55,230,59,267,144,219,351,202,93
MGA,921,506,2050,838,2670,1651,2092,3758,2212,2336
MGAM,20,16,32,50,61,11,15,34,26,5
MGAM2,5,7,22,26,32,0,1,14,186,5
MGARP,9,6,22,22,23,25,32,30,22,16
MGAT1,2232,1060,2681,2507,3206,2972,4210,3776,2578,1890
MGAT2,2,1,3,0,2,2,0,2,3,0
MGAT3,6040,2564,7691,3327,8444,8212,8840,10880,8385,2756
MGAT3-AS1,70,48,132,97,135,175,196,224,117,83
MGAT4A,918,607,2018,665,3953,1924,2396,5231,2694,925
MGAT4B,2502,993,2083,1484,2603,2876,3361,2893,2612,891
MGAT4C,77,69,294,109,618,188,292,743,339,422
MGAT4D,1,0,17,22,15,0,1,2,0,3
MGAT4EP,1,1,9,7,13,4,4,3,3,1
MGAT5,1530,1139,4070,2205,6817,3058,3879,7200,3641,1684
MGAT5B,7945,4527,7616,1952,5908,9422,11554,7397,7679,1247
MGC12916,1,0,2,1,0,2,1,2,2,1
MGC15885,7,2,9,13,6,3,5,3,3,6
MGC16275,318,104,365,151,378,242,346,475,273,531
MGC27382,2,0,7,7,8,0,0,0,0,0
MGC32805,15,4,7,10,13,1,8,6,7,12
MGLL,6665,3573,9241,13512,11407,13446,13772,11785,6056,5800
MGME1,73,70,208,99,289,169,275,379,270,222
MGMT,125,44,264,132,321,237,306,291,123,164
MGP,80,15,46,161,76,31,68,68,74,84
