symbol,SL6124,SL6125,SL6126,SL6641,SL6662,SL6670,SL7380,SL7401
SLCO1B7,3,1,4,3,0,0,0,0
SLCO1C1,341,849,981,741,933,1361,1483,665
SLCO2A1,40,36,54,94,31,17,74,25
SLCO2B1,1735,2623,1795,6883,3788,5155,4585,1077
SLCO3A1,693,729,1358,2595,1831,2558,2473,506
SLCO4A1,148,1076,4146,277,182,333,279,1370
SLCO4A1-AS1,5,35,75,5,6,3,5,67
SLCO4C1,2,6,13,9,2,0,1,4
SLCO5A1,36,45,83,139,140,140,195,60
SLCO6A1,4,2,16,7,5,0,1,0
SLED1,2,5,11,15,8,10,4,11
SLF1,341,332,1277,800,671,909,1146,539
SLF2,1118,1047,1295,1926,1770,2122,3980,1224
SLFN11,128,250,233,522,261,248,343,178
SLFN12,26,16,48,77,38,71,39,14
SLFN12L,24,3,15,38,14,30,15,3
SLFN13,43,29,28,239,38,73,53,8
SLFN14,3,0,6,2,0,0,1,0
SLFN5,369,447,452,1032,956,918,1333,429
SLFNL1,62,34,272,111,88,146,136,67
SLIRP,82,113,273,245,221,387,361,253
SLIRPP2,1,0,3,1,0,1,0,1
SLIT1,23,18,33,20,47,47,68,16
SLIT1-AS1,1,1,1,3,2,0,5,0
SLIT2,855,1541,659,2716,2698,2096,3139,917
SLIT2-IT1,2,0,3,2,0,2,1,1
SLIT3,1330,1950,1023,2968,3170,2488,4388,1334
SLITRK1,232,508,200,544,631,620,814,186
SLITRK2,1109,961,1257,1460,2318,2075,3824,1025
SLITRK3,773,788,588,1603,2305,1470,2547,988
SLITRK4,1851,1858,1067,3128,3811,3646,7499,2358
SLITRK5,1415,1220,634,2751,2880,2402,4464,1656
SLITRK6,289,208,515,337,643,548,767,284
SLK,4506,5615,6072,11735,14542,13248,20765,7838
SLMAP,1713,2108,3158,5048,5139,5580,7171,2584
SLN,20,25,31,27,27,28,85,10
SLPI,0,4,6,8,12,8,7,5
SLTM,1701,1642,3741,4474,3524,5143,5363,2565
SLU7,1257,1652,2419,3629,3494,4571,5346,2402
SLURP1,0,0,14,2,0,7,1,5
SLX1A,0,1,5,0,3,3,0,2
SLX1A-SULT1A3,0,0,0,0,0,0,0,0
SLX1B,1,2,2,1,0,0,6,1
SLX1B-SULT1A4,0,0,0,0,0,0,0,0
SLX4,285,268,678,661,560,625,722,329
SLX4IP,44,57,67,76,63,68,176,44
SMAD1,324,445,1394,973,766,940,1209,670
SMAD1-AS1,0,0,3,1,3,3,1,5
SMAD1-AS2,5,5,12,3,6,7,5,3
SMAD2,934,1134,1435,2152,1839,1828,3213,1234
SMAD3,1210,2380,3533,3899,3169,3609,3895,2056
SMAD4,753,805,973,1449,1424,1514,2706,1207
SMAD5,706,815,1017,1488,1348,1275,2454,739
SMAD5-AS1,2,0,1,2,1,3,2,1
SMAD6,68,218,585,499,244,344,338,239
SMAD7,201,474,649,901,622,861,898,299
SMAD9,476,712,1131,2398,709,807,1925,663
SMAGP,18,21,48,51,40,41,83,32
SMAP1,138,251,435,393,364,410,579,350
SMAP2,2331,3454,2090,6027,6099,6009,9425,3756
SMARCA1,1015,1368,1682,1885,1628,1743,3598,1549
SMARCA2,4094,5099,7207,9717,10721,9520,16185,6071
SMARCA4,4496,5749,9780,15465,11939,14394,14123,6302
SMARCA5,1380,1703,2572,2788,2974,3226,5674,2074
SMARCA5-AS1,0,2,5,0,1,0,0,1
SMARCAD1,458,475,656,920,942,1036,1786,529
SMARCAL1,305,335,580,697,550,709,849,399
SMARCB1,691,903,1544,1896,1535,1998,2572,1224
SMARCC1,1231,1043,3376,2817,2074,2968,3754,1637
SMARCC2,4555,5968,9786,17262,13215,13560,16312,7322
SMARCD1,1455,1643,2047,4141,3386,3680,4718,2276
SMARCD2,292,313,542,645,432,844,786,479
SMARCD3,2487,2989,5200,7096,4906,7031,9426,4195
SMARCE1,514,537,730,1257,1140,1462,1957,748
SMARCE1P1,4,1,19,6,3,11,6,8
SMARCE1P2,0,0,1,1,1,0,1,0
SMARCE1P3,2,0,4,0,0,0,0,0
SMARCE1P5,21,8,225,62,22,58,30,30
SMC1A,1876,2510,3497,4426,3749,3888,5638,2393
SMC1B,11,9,47,39,18,12,13,12
SMC2,631,720,752,1298,1401,1518,2354,673
SMC2-AS1,11,7,24,15,5,10,18,14
SMC3,1116,1244,2394,2753,2635,3193,4070,1706
SMC4,197,160,422,394,417,604,708,283
SMC4P1,0,0,0,0,0,0,0,0
SMC5,321,311,798,767,480,633,971,453
SMC6,470,436,1252,1198,984,1329,1496,792
SMCHD1,676,709,1046,1321,1282,1336,2247,848
SMCO1,3,2,16,12,2,6,5,10
SMCO2,4,7,18,7,4,8,4,1
SMCO3,4,2,4,8,5,8,5,3
SMCO4,53,60,46,96,44,50,699,80
SMCP,2,1,5,2,1,0,0,0
SMCR2,5,2,10,7,5,4,5,7
SMCR5,30,11,77,49,48,79,64,18
SMCR8,314,343,248,479,683,358,908,256
SMDT1,402,470,900,1194,878,1379,1571,739
SMG1,2374,2510,4180,4298,4642,3674,8039,3250
SMG1P1,17,7,40,58,20,43,24,31
SMG1P3,46,31,146,147,108,82,117,59
SMG1P4,2,0,17,3,3,4,1,4
SMG1P5,34,20,51,41,27,41,53,34
SMG1P6,8,5,21,14,2,15,18,11
SMG1P7,57,50,309,126,79,124,110,111
SMG5,3019,3187,6969,7416,6120,7832,8912,3871
SMG6,1928,2580,4730,5412,4455,4466,6269,2907
SMG7,2384,2854,3036,5268,5254,4306,8431,3702
SMG7-AS1,8,7,22,22,4,8,20,1
SMG8,238,273,306,432,479,435,888,303
SMG9,588,634,1582,1331,1084,1685,1678,810
SMIM1,3,2,14,13,7,8,6,4
SMIM10,56,85,116,230,90,171,233,72
SMIM10L1,2,2,2,4,4,5,3,0
SMIM10L2A,1970,2874,2830,8056,5868,6858,7369,3328
SMIM10L2B,907,1233,1257,2855,1898,2238,2901,1204
SMIM11A,253,294,744,582,492,882,885,476
SMIM12,510,563,1759,1913,1164,1554,2130,1461
SMIM13,1007,1265,888,2226,2319,2310,3704,1473
SMIM14,1240,1402,1504,3152,2613,2867,5359,1834
SMIM15,395,381,641,876,798,958,1632,581
SMIM17,67,51,89,110,83,134,180,82
SMIM18,26,15,35,38,46,55,106,29
SMIM19,216,252,323,558,444,681,864,380
SMIM2,3,3,3,4,1,0,10,1
SMIM2-AS1,4,1,2,5,2,3,14,3
SMIM2-IT1,2,1,1,1,2,0,10,0
SMIM20,105,118,339,287,237,359,535,183
SMIM21,1,2,11,5,8,12,7,3
SMIM22,5,7,67,57,20,38,19,10
SMIM23,1,0,2,1,0,0,0,0
SMIM24,10,22,108,46,46,119,14,14
SMIM26,43,75,161,155,145,258,236,155
SMIM27,6,4,28,18,17,24,26,13
SMIM28,1,0,7,4,0,0,2,0
SMIM29,386,714,1903,1130,833,1308,1469,853
SMIM3,0,0,0,0,0,1,1,0
SMIM30,113,189,281,309,268,475,572,259
SMIM31,1,3,14,5,2,0,0,2
SMIM32,24,45,52,240,175,204,171,42
SMIM34A,20,15,68,42,35,73,28,21
SMIM4,64,36,202,98,73,143,123,72
SMIM43,5,77,11,7,5,29,13,12
SMIM5,42,49,59,157,78,116,111,19
SMIM6,22,14,76,38,33,54,47,10
SMIM7,474,608,1178,1540,965,1512,1911,732
SMIM8,108,134,180,384,199,416,494,194
SMIM9,0,1,6,3,2,0,0,1
SMKR1,77,85,175,188,151,210,330,185
SMLR1,1,2,19,12,2,13,5,3
SMN1,76,70,191,139,60,171,271,181
SMNDC1,263,355,638,669,574,744,1058,526
SMNP,0,0,4,0,0,0,2,0
SMO,447,454,1420,1237,601,789,1078,473
SMOC1,748,1017,340,2891,1136,1063,2134,822
SMOC2,335,741,558,1756,1566,970,1636,554
SMOX,1267,1625,5392,4314,1898,2964,3058,1510
SMPD1,952,1138,1663,2254,2027,2128,3231,1225
SMPD2,71,84,105,289,152,248,242,100
SMPD3,1858,2340,3197,7483,4906,5685,5623,2544
SMPD4,1197,1168,2093,2727,2212,2518,2917,1537
SMPD4BP,721,563,1583,727,854,2237,1134,786
SMPDL3A,61,86,111,181,113,168,237,112
SMPDL3B,13,24,17,43,39,32,51,22
SMPX,0,0,4,0,1,4,3,0
SMR3A,0,0,1,1,0,0,0,0
SMR3B,1,0,5,5,1,0,0,0
SMS,435,587,902,1020,988,1089,1571,703
SMTN,385,516,3361,1481,857,1685,1053,1098
SMTNL1,43,29,114,108,61,77,53,60
SMTNL2,8,5,29,18,7,20,13,18
SMU1,700,1002,1322,1456,1598,1549,2782,1093
SMUG1,263,279,441,667,646,803,911,386
SMUG1P1,0,1,4,3,0,0,0,0
SMURF1,850,920,1345,1670,1807,1638,2661,1251
SMURF2,660,788,1514,1209,1318,1329,2386,1108
SMYD1,5,5,10,7,5,5,4,0
SMYD2,180,232,218,560,241,336,616,205
SMYD3,249,320,435,657,552,702,990,505
SMYD4,401,442,942,909,816,935,1230,560
SMYD5,1006,1127,1646,2410,2029,2660,3464,1864
SNAI1,41,39,120,123,51,73,69,87
SNAI2,16,4,36,43,38,24,53,25
SNAI3,228,291,424,957,730,827,640,333
SNAI3-AS1,394,399,1012,1263,1323,1511,1084,700
SNAP23,127,125,495,238,176,239,324,140
SNAP23P1,3,0,2,1,0,0,1,1
SNAP25,14536,23226,21118,54212,42959,53734,61983,26762
SNAP25-AS1,73,100,79,178,175,131,217,106
SNAP29,448,628,838,1160,989,1083,1649,632
SNAP47,1266,1832,2055,4084,3081,3888,4475,2377
SNAP91,3149,4305,2724,7467,6622,5373,11898,3815
SNAPC1,66,95,128,175,175,230,277,124
SNAPC2,374,499,1129,2012,1317,1864,1486,784
SNAPC3,902,1209,1785,2604,2147,2234,3517,1432
SNAPC4,1146,1294,3265,4069,2674,4113,2660,2936
SNAPC5,324,356,574,756,707,972,1163,539
SNAPC5P1,0,0,0,0,0,0,0,0
SNAPIN,205,199,469,447,418,624,732,335
SNCA,1322,2267,1520,4310,3843,4018,5775,2710
SNCA-AS1,4,7,13,13,4,3,6,4
SNCAIP,390,397,530,906,788,705,1460,505
SNCB,1035,2010,3497,4796,2550,4192,5229,2196
SNCG,400,650,1553,1306,1023,1822,1544,546
SND1,1868,2997,3322,4620,3596,3929,7052,2977
SNED1,475,472,1505,3041,1185,1697,1062,432
SNF8,336,366,761,881,777,1025,1260,577
SNHG1,173,192,940,390,266,430,522,317
SNHG11,111,135,247,335,256,415,451,207
SNHG12,66,82,190,90,78,164,144,104
SNHG15,109,163,284,208,201,283,380,219
SNHG16,99,113,182,142,165,162,234,127
SNHG17,47,92,222,156,226,170,182,134
SNHG18,20,31,25,42,26,49,59,36
SNHG19,10,11,38,25,20,35,43,29
SNHG20,83,74,309,180,286,218,279,166
SNHG21,3,2,6,2,6,9,7,4
SNHG25,2,5,5,4,3,3,4,4
SNHG26,7,4,27,13,7,12,7,7
SNHG27,4,4,4,3,2,21,4,5
SNHG28,103,97,116,142,111,197,215,161
SNHG29,259,316,640,566,480,669,1022,516
SNHG3,103,108,338,134,149,194,312,225
SNHG31,9,14,15,33,12,28,31,17
SNHG32,488,487,1097,1207,932,1368,1969,957
SNHG5,283,328,959,559,401,570,964,498
SNHG6,77,109,299,273,211,381,404,225
SNHG7,146,198,1036,548,295,703,772,270
SNHG8,142,203,339,359,304,396,818,429
SNHG9,4,2,20,10,8,15,20,9
SNIP1,269,199,382,474,450,488,821,341
SNN,3699,5372,9058,16645,14439,18084,16149,6535
SNORA1,0,0,0,0,0,0,0,0
SNORA10,0,0,0,0,0,0,0,0
SNORA10B,0,0,0,0,0,0,0,0
SNORA11,3,3,7,2,8,2,1,1
SNORA11B,0,1,6,1,4,1,3,4
SNORA11C,0,0,3,0,0,0,0,0
SNORA11D,0,0,0,0,0,0,0,0
SNORA11E,0,0,0,0,0,0,0,0
SNORA11F,14,6,44,14,20,34,20,11
SNORA11G,0,0,0,0,0,0,0,0
SNORA12,1,1,6,7,2,3,3,4
SNORA13,2,1,1,1,2,2,3,2
SNORA14A,8,7,22,20,10,21,16,9
SNORA14B,6,1,4,7,4,3,12,1
SNORA15,0,0,0,0,0,1,0,0
SNORA15B-1,0,2,3,5,2,2,2,0
SNORA15B-2,0,1,8,4,3,2,3,0
SNORA16B,2,1,9,7,3,11,5,6
SNORA18,0,0,0,0,0,0,0,0
SNORA19,3,0,2,1,0,1,1,0
SNORA1B,0,0,1,2,1,0,0,2
SNORA20,2,1,2,0,0,0,0,0
SNORA20B,0,0,0,0,1,0,0,0
SNORA21,0,0,0,0,0,0,0,0
SNORA21B,0,0,0,0,0,0,0,0
SNORA22,4,1,11,4,6,4,2,3
SNORA22B,1,1,7,2,0,1,2,0
SNORA22C,1,2,2,0,2,3,3,0
SNORA23,0,1,2,3,2,5,1,2
SNORA24B,4,2,15,11,3,5,3,3
SNORA25,0,0,0,0,0,0,0,0
SNORA25B,0,0,0,1,0,0,0,0
SNORA26,2,1,10,3,0,5,8,2
SNORA27,0,0,0,0,0,0,0,0
SNORA28,0,0,3,0,1,1,3,0
SNORA29,0,0,0,0,0,0,0,0
SNORA2A,0,0,0,1,1,1,1,1
SNORA2B,0,2,2,4,0,1,2,1
SNORA2C,0,0,4,1,0,1,1,0
SNORA30,0,0,0,1,2,1,1,1
SNORA30B,0,1,1,0,0,0,0,0
SNORA31,1,0,14,6,4,4,2,5
SNORA31B,15,19,34,29,27,13,66,15
SNORA32,0,0,0,0,0,0,0,0
SNORA33,2,2,6,2,2,2,1,4
SNORA35,8,0,32,27,5,9,11,6
SNORA35B,0,1,1,0,0,1,0,0
SNORA36A,0,0,0,0,0,0,0,0
SNORA36B,3,2,5,3,1,4,1,0
SNORA36C,0,0,10,1,0,4,1,1
SNORA37,1,2,9,3,3,6,4,5
SNORA38,0,0,0,0,0,0,0,0
SNORA38B,0,0,1,0,0,0,1,0
SNORA3A,0,0,0,0,0,0,0,0
SNORA3B,0,1,2,1,0,2,3,4
SNORA3C,0,0,0,0,0,0,0,1
SNORA4,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0
SNORA40B,0,1,12,6,0,4,2,1
SNORA40C,0,0,0,3,0,0,0,0
SNORA41,0,0,0,0,0,0,0,0
SNORA41B,0,0,0,0,0,0,1,0
SNORA46,1,0,0,4,2,0,2,1
SNORA47,8,7,6,9,6,4,6,3
SNORA48,0,0,0,0,0,0,0,0
SNORA48B,0,0,1,0,0,0,0,0
SNORA49,1,2,3,1,0,1,1,1
SNORA50B,0,0,2,1,2,2,2,0
SNORA51,0,0,0,0,0,0,0,0
SNORA52,0,0,0,0,0,0,0,0
SNORA53,0,1,6,2,0,1,1,1
SNORA54,2,1,1,5,1,3,2,1
SNORA55,3,2,3,8,1,3,4,1
SNORA56,0,0,0,0,0,0,0,0
SNORA57,0,0,0,0,0,0,0,0
SNORA58B,0,0,0,0,1,0,0,0
SNORA59B,4,5,20,13,6,14,7,10
SNORA5A,2,3,7,3,8,15,13,5
SNORA5B,0,0,0,0,0,0,0,0
SNORA5C,6,5,11,10,8,16,16,5
SNORA6,0,0,0,0,0,0,0,0
SNORA60,2,1,12,5,6,8,7,4
SNORA62,0,0,0,0,0,0,0,0
SNORA63,0,0,0,0,0,0,0,0
SNORA63B,0,0,0,0,0,0,0,0
SNORA63C,3,2,6,7,1,5,4,7
SNORA63D,0,1,3,3,2,1,2,3
SNORA63E,0,0,0,0,0,0,0,0
SNORA64,0,0,0,0,0,0,0,0
SNORA65,3,3,8,12,4,6,9,8
SNORA66,16,18,22,42,38,36,39,18
SNORA68,0,0,0,0,0,0,0,0
SNORA68B,4,2,5,4,2,4,0,2
SNORA69,0,0,1,0,0,0,1,0
SNORA70,0,0,0,0,0,0,0,0
SNORA70B,1,4,8,2,1,4,2,3
SNORA70C,0,1,0,0,0,1,0,0
SNORA70D,4,2,12,9,1,13,2,1
SNORA70E,0,2,1,1,0,1,1,0
SNORA70F,0,1,0,9,3,2,2,0
SNORA70G,1,0,9,5,5,8,3,3
SNORA70H,0,0,0,0,0,0,0,0
SNORA70I,0,0,0,0,0,0,0,0
SNORA70J,0,0,0,0,0,0,0,0
SNORA71A,1,2,2,3,1,3,1,1
SNORA71C,0,1,2,4,2,4,2,2
SNORA71D,0,0,2,0,0,1,1,1
SNORA72,0,0,0,0,0,0,0,0
SNORA73B,3,2,2,2,1,3,1,2
SNORA74A,2,0,1,0,1,0,1,0
SNORA74B,1,1,4,2,3,3,4,4
SNORA74D,1,0,2,1,0,0,4,1
SNORA75,0,2,1,0,0,3,3,3
SNORA75B,1,1,1,0,0,0,1,1
SNORA77,26,13,76,40,19,33,48,29
SNORA77B,0,0,0,0,0,0,0,0
SNORA79,0,0,0,1,1,0,0,0
SNORA79B,2,0,4,4,1,2,1,2
SNORA7A,0,0,0,0,0,0,0,0
SNORA7B,7,4,29,27,11,23,12,11
SNORA8,0,0,0,0,0,0,0,0
SNORA80A,2,1,10,3,3,5,2,0
SNORA80B,1,2,0,3,1,1,1,1
SNORA80C,3,0,20,3,1,2,1,3
SNORA80D,13,7,11,37,10,23,48,9
SNORA80E,3,3,12,5,2,11,4,2
SNORA81,0,0,0,0,0,0,0,0
SNORA84,6,4,32,9,7,16,4,7
SNORA9B,1,0,2,2,1,4,2,1
SNORC,211,132,300,1339,411,822,598,266
SNORD10,0,0,0,0,0,0,0,0
SNORD100,1,0,3,0,0,3,2,2
SNORD101,2,0,1,2,4,0,3,2
SNORD102,0,0,0,0,0,0,0,0
SNORD104,1,1,1,3,3,2,4,3
SNORD105,0,1,1,0,2,0,1,0
SNORD105B,0,0,2,0,0,1,1,1
SNORD108,80,71,122,243,200,258,344,163
SNORD109B,0,0,1,0,0,0,0,1
SNORD11,0,1,11,2,1,6,0,1
SNORD110,0,0,0,0,0,0,0,0
SNORD111,0,0,0,1,1,1,0,0
SNORD113-1,5,0,3,0,2,8,11,6
SNORD113-2,5,0,0,5,4,4,7,0
SNORD113-3,10,6,9,13,10,23,39,11
SNORD113-4,1,2,4,2,4,6,4,0
SNORD113-5,0,0,1,0,0,1,0,1
SNORD113-6,0,0,1,0,0,0,0,0
SNORD113-7,0,0,0,0,0,1,0,0
SNORD113-8,1,0,2,2,0,3,0,2
SNORD113-9,1,2,3,0,2,2,2,1
SNORD114-1,3,0,3,5,1,3,7,4
SNORD114-10,6,1,8,1,1,11,12,6
SNORD114-11,1,1,8,5,2,10,3,3
SNORD114-12,1,1,2,0,0,1,3,1
SNORD114-13,2,0,7,7,1,7,4,3
SNORD114-14,0,0,1,1,1,2,4,2
SNORD114-15,0,0,5,1,0,3,0,1
SNORD114-16,0,0,0,0,0,0,0,1
SNORD114-17,1,0,1,1,0,3,1,2
SNORD114-18,0,0,2,0,0,0,1,1
SNORD114-19,1,1,0,0,1,1,2,1
SNORD114-2,2,2,12,7,3,13,5,10
SNORD114-20,0,1,3,1,4,0,1,2
SNORD114-21,0,0,0,1,3,4,1,1
SNORD114-22,0,0,0,2,0,0,0,0
SNORD114-23,0,0,8,3,0,3,0,1
SNORD114-24,1,1,3,0,1,2,3,1
SNORD114-25,1,0,0,0,0,0,2,0
SNORD114-26,3,0,5,3,0,3,3,4
SNORD114-27,0,0,2,0,0,1,0,0
SNORD114-28,1,0,4,0,1,1,0,0
SNORD114-29,1,0,6,4,0,6,4,2
SNORD114-3,3,0,27,16,10,25,10,4
SNORD114-30,1,0,2,2,0,3,1,1
SNORD114-31,1,0,5,2,2,3,3,2
SNORD114-5,1,2,0,0,0,0,1,0
SNORD114-6,0,1,2,7,6,1,0,0
SNORD114-7,9,3,6,9,4,11,5,2
SNORD114-9,1,0,12,2,1,7,2,2
SNORD115-1,0,0,2,1,0,2,0,1
SNORD115-10,0,0,4,0,0,2,1,0
SNORD115-11,0,1,1,1,0,2,0,0
SNORD115-12,2,2,4,1,1,3,3,0
SNORD115-14,2,0,14,5,1,5,3,5
SNORD115-15,1,0,2,3,0,0,2,0
SNORD115-16,1,0,1,0,1,1,0,0
SNORD115-17,0,0,2,0,0,0,0,1
SNORD115-18,0,0,1,0,0,0,1,0
SNORD115-19,0,1,0,1,0,1,1,1
SNORD115-2,0,0,2,1,0,1,0,1
SNORD115-20,6,5,23,12,13,19,15,16
SNORD115-21,11,2,22,6,7,12,7,5
SNORD115-22,6,2,3,6,3,10,4,6
SNORD115-23,1,0,1,1,1,2,3,1
SNORD115-24,0,1,1,1,0,1,0,1
SNORD115-25,2,1,8,2,5,7,6,5
SNORD115-27,1,1,6,1,4,9,3,2
SNORD115-28,0,0,1,1,3,4,1,0
SNORD115-29,0,0,1,2,0,0,1,0
SNORD115-3,2,0,2,0,0,1,2,0
SNORD115-30,1,0,1,0,1,1,0,0
SNORD115-31,2,1,6,2,4,5,1,4
SNORD115-32,3,0,6,2,2,4,1,1
SNORD115-33,0,0,4,2,0,1,1,0
SNORD115-34,0,0,1,0,2,2,1,2
SNORD115-35,2,1,7,4,6,9,2,1
SNORD115-36,1,0,6,2,1,1,0,1
SNORD115-37,1,0,5,3,1,9,5,3
SNORD115-38,1,1,6,0,2,5,2,2
SNORD115-39,0,0,9,0,0,0,2,2
SNORD115-4,6,1,9,3,8,10,5,2
SNORD115-40,0,0,1,2,0,5,2,0
SNORD115-41,0,0,4,1,1,6,2,3
SNORD115-42,0,1,4,2,1,2,2,5
SNORD115-43,0,0,18,5,2,5,6,2
SNORD115-44,1,2,4,0,1,1,2,2
SNORD115-48,1,0,1,0,1,2,1,1
SNORD115-5,1,0,1,0,3,3,1,2
SNORD115-6,1,0,6,9,3,7,2,3
SNORD115-8,1,1,2,2,1,1,2,3
SNORD115-9,0,0,1,2,1,0,0,1
SNORD116-1,2,0,4,2,2,7,2,3
SNORD116-10,1,0,0,0,0,1,1,0
SNORD116-11,0,0,1,0,1,1,0,1
SNORD116-12,1,1,8,6,2,7,6,4
SNORD116-13,2,2,8,2,1,5,0,3
SNORD116-14,0,3,6,5,0,3,3,5
SNORD116-15,1,1,2,1,0,4,0,2
SNORD116-16,0,0,0,0,1,2,0,1
SNORD116-17,0,1,0,2,2,0,1,1
SNORD116-18,2,0,4,3,1,3,2,0
SNORD116-19,2,1,1,2,1,3,2,0
SNORD116-2,0,0,2,4,1,0,2,0
SNORD116-23,2,0,6,0,2,3,2,5
SNORD116-24,2,0,7,4,2,2,4,2
SNORD116-25,0,0,0,3,0,1,1,0
SNORD116-26,1,2,4,1,0,1,2,1
SNORD116-27,1,1,9,2,2,6,4,7
SNORD116-29,0,0,0,0,0,1,0,0
SNORD116-3,0,0,4,0,0,1,0,1
SNORD116-30,1,0,0,0,1,2,0,1
SNORD116-5,0,0,1,0,0,0,1,1
SNORD116-6,0,1,5,4,2,7,1,0
SNORD116-7,2,1,2,0,0,2,0,3
SNORD116-8,0,0,4,0,1,3,0,0
SNORD116-9,0,0,1,1,0,0,0,0
SNORD117,0,1,1,2,0,3,1,0
SNORD118,0,0,0,0,0,0,0,0
SNORD11B,0,0,9,2,0,2,2,2
SNORD12,3,2,3,1,0,2,5,3
SNORD121A,2,0,1,0,0,1,1,1
SNORD121B,0,0,0,0,0,0,0,0
SNORD124,12,7,50,3,5,20,9,7
SNORD125,5,2,8,8,2,9,10,1
SNORD127,0,0,1,2,1,2,1,1
SNORD12B,1,1,4,6,1,6,3,0
SNORD12C,0,0,2,1,1,3,2,1
SNORD13,0,0,0,0,0,0,0,0
SNORD13D,1,3,10,1,3,4,8,3
SNORD13E,1,1,8,7,0,2,3,1
SNORD13P1,0,0,0,0,0,0,0,0
SNORD13P3,1,3,6,9,1,4,3,1
SNORD14A,0,0,6,7,1,9,2,2
SNORD14B,0,0,0,0,0,0,0,0
SNORD14C,0,0,0,0,0,0,0,0
SNORD14D,0,0,0,0,0,0,0,0
SNORD14E,1,0,20,4,0,6,1,3
SNORD15A,0,0,0,0,0,0,0,0
SNORD15B,1,0,2,0,1,0,1,0
SNORD16,0,0,0,0,0,0,0,0
SNORD17,2,1,12,1,1,5,5,1
SNORD18A,0,0,0,0,0,0,0,0
SNORD18B,0,0,0,0,0,0,0,0
SNORD18C,0,0,0,0,0,0,0,0
SNORD19,2,0,4,1,3,1,1,3
SNORD19B,0,0,0,0,0,0,0,0
SNORD19C,1,0,1,1,2,2,0,3
SNORD1B,0,0,0,1,1,1,0,0
SNORD2,0,0,0,0,0,0,0,0
SNORD20,0,0,1,4,0,0,0,1
SNORD21,0,0,0,0,0,0,0,0
SNORD23,0,0,0,0,0,0,0,0
SNORD24,0,0,0,0,0,0,0,0
SNORD28B,0,0,1,0,0,0,0,0
SNORD31B,0,0,0,1,0,0,0,0
SNORD32A,0,0,0,0,0,0,0,0
SNORD32B,4,1,5,9,3,3,5,0
SNORD33,0,0,0,0,0,0,0,0
SNORD34,0,0,0,0,0,0,0,0
SNORD35A,0,0,0,0,0,0,0,0
SNORD35B,0,0,0,0,0,0,0,0
SNORD36A,0,0,0,0,0,0,0,0
SNORD36B,0,0,0,0,0,0,0,0
SNORD36C,0,0,0,0,0,0,0,0
SNORD37,0,0,0,0,0,0,0,0
SNORD38A,0,0,0,1,0,0,1,0
SNORD38C,0,0,4,1,1,2,3,0
SNORD38D,0,0,0,0,1,0,0,0
SNORD3G,0,1,2,0,0,0,0,0
SNORD3H,1,0,1,0,0,0,0,0
SNORD3J,0,0,6,2,2,2,0,1
SNORD3P1,0,0,2,2,0,0,0,0
SNORD41,1,0,2,2,4,1,2,2
SNORD42A,0,0,0,0,0,0,0,0
SNORD42B,0,0,0,0,0,0,0,1
SNORD43,0,0,0,0,0,0,0,0
SNORD45A,0,0,0,0,0,0,0,0
SNORD45B,0,0,0,0,0,0,0,0
SNORD45C,0,0,0,0,0,0,0,0
SNORD46,1,3,2,2,3,4,5,3
SNORD48,0,0,0,0,0,0,1,0
SNORD4A,0,0,0,0,0,0,0,0
SNORD4B,0,0,0,0,0,0,0,0
SNORD5,0,0,0,0,0,0,0,0
SNORD51,0,0,0,1,0,1,1,2
SNORD52,0,0,0,0,0,0,0,0
SNORD53,0,0,2,0,0,0,0,0
SNORD53B,0,0,1,1,1,1,1,1
SNORD54,0,0,0,0,0,0,0,0
SNORD55,0,0,0,0,0,0,0,0
SNORD56,0,0,0,0,0,0,0,0
SNORD56B,0,0,3,0,1,0,0,0
SNORD57,0,0,0,0,0,0,0,0
SNORD58A,0,0,0,0,0,0,0,0
SNORD58B,0,0,0,0,0,0,0,0
SNORD59A,1,0,3,2,1,1,4,2
SNORD6,1,2,2,1,0,2,2,2
SNORD60,0,0,0,0,0,0,1,1
SNORD61,0,0,0,0,0,0,0,0
SNORD62A,2,0,3,2,0,0,0,1
SNORD62B,14,5,16,11,11,19,18,10
SNORD63,4,4,50,8,1,6,5,7
SNORD63B,5,3,48,17,6,24,11,8
SNORD65B,0,0,0,0,0,0,0,0
SNORD65C,0,0,2,1,0,0,0,0
SNORD66,0,0,0,0,0,1,0,0
SNORD67,0,1,2,1,1,2,0,0
SNORD69,1,2,7,8,3,8,8,0
SNORD7,9,2,15,6,5,7,7,7
SNORD70,2,2,12,2,2,5,0,4
SNORD70B,0,0,1,0,1,1,0,0
SNORD71,1,1,1,1,0,0,0,0
SNORD72,0,0,1,0,0,0,1,2
SNORD73A,0,0,0,0,0,0,0,0
SNORD73B,1,1,6,2,0,5,5,5
SNORD74B,0,0,0,0,0,0,1,0
SNORD77B,0,0,1,1,0,0,0,0
SNORD8,3,0,16,8,4,10,8,2
SNORD82,0,0,0,1,0,0,0,0
SNORD83A,2,1,4,9,3,3,3,1
SNORD83B,0,0,0,0,0,0,0,0
SNORD84,0,0,0,0,0,0,0,0
SNORD86,0,0,0,0,0,0,0,0
SNORD87,0,0,0,0,0,0,0,0
SNORD88A,1,0,2,0,0,1,0,0
SNORD88B,0,0,0,0,0,0,0,0
SNORD88C,0,0,0,0,0,0,0,0
