symbol,SL5883,SL6415,SL7399,SL7629,SL7809,SL7846
MIR4470,0,0,0,1,0,0
MIR4471,0,0,0,0,0,0
MIR4472-1,2,0,1,2,0,0
MIR4472-2,0,0,0,0,0,0
MIR4473,0,0,0,0,1,2
MIR4474,0,1,1,0,2,0
MIR4475,0,1,0,0,0,0
MIR4476,0,0,0,0,0,0
MIR4477B,21,116,148,105,61,82
MIR4478,0,0,0,0,0,1
MIR4479,0,1,1,1,2,1
MIR448,0,0,0,0,0,0
MIR4480,0,13,4,2,5,5
MIR4482,3,14,25,24,6,14
MIR4484,1,0,1,0,1,0
MIR4486,0,2,0,1,0,0
MIR4487,0,1,3,1,1,1
MIR4488,0,1,2,0,0,0
MIR4489,1,1,8,7,2,1
MIR4490,0,3,2,0,1,0
MIR4491,0,0,0,0,1,1
MIR4492,0,0,0,0,0,0
MIR4493,0,0,0,0,0,0
MIR4494,0,1,0,0,0,0
MIR4495,0,0,0,0,0,0
MIR4497,0,0,0,0,0,0
MIR4498,0,1,0,0,0,0
MIR4499,0,0,0,1,3,1
MIR449A,0,0,0,0,0,0
MIR449B,0,1,0,0,0,0
MIR449C,0,0,0,0,0,0
MIR4500,0,0,0,0,0,0
MIR4500HG,51,144,169,198,110,187
MIR4502,0,0,0,1,0,1
MIR4503,0,0,0,0,0,0
MIR4504,0,1,1,1,2,2
MIR4505,1,0,1,2,1,2
MIR4506,0,0,0,0,0,0
MIR4507,0,0,0,0,0,0
MIR4508,0,1,0,0,0,0
MIR4509-2,0,0,0,0,0,0
MIR4509-3,0,0,0,0,0,0
MIR450A1,0,0,0,1,0,1
MIR450A2,0,0,1,0,0,2
MIR450B,0,0,0,0,0,0
MIR4510,0,2,2,0,0,0
MIR4511,0,1,0,1,0,2
MIR4512,1,3,3,2,3,6
MIR4513,1,1,0,0,1,6
MIR4514,0,0,1,0,0,0
MIR4515,0,0,0,1,2,1
MIR4516,0,1,1,1,1,3
MIR4518,0,0,0,0,0,0
MIR4519,0,0,0,0,0,0
MIR4520-1,1,1,2,6,0,4
MIR4522,0,0,0,1,0,0
MIR4524B,0,0,1,0,0,1
MIR4525,4,6,8,17,10,7
MIR4526,0,2,1,0,2,0
MIR4527,0,0,0,0,0,0
MIR4527HG,0,6,4,0,0,2
MIR4528,0,1,2,0,0,0
MIR4529,0,0,0,0,0,0
MIR4530,0,0,1,1,0,0
MIR4533,0,0,0,0,0,0
MIR4535,0,3,1,1,0,0
MIR4536-2,0,0,0,0,0,0
MIR4537,0,0,0,0,0,0
MIR4538,0,0,0,0,0,0
MIR4539,0,0,0,0,0,0
MIR454,2,6,0,0,0,1
MIR4540,0,0,0,0,0,0
MIR455,1,0,1,1,0,0
MIR4632,0,0,1,1,0,1
MIR4633,0,0,0,0,0,0
MIR4634,0,0,0,0,0,0
MIR4635,4,7,8,14,6,6
MIR4636,0,0,0,0,0,0
MIR4637,1,2,0,1,2,2
MIR4638,0,0,0,0,0,0
MIR4639,0,0,0,0,1,2
MIR4641,0,0,0,1,0,0
MIR4642,0,0,1,0,0,4
MIR4643,0,1,1,0,0,0
MIR4644,0,0,0,1,0,1
MIR4645,0,3,0,4,1,1
MIR4646,0,0,0,1,0,0
MIR4648,0,0,1,0,0,0
MIR4650-1,0,0,2,1,0,0
MIR4650-2,0,0,0,0,2,1
MIR4652,0,0,0,0,0,0
MIR4653,0,2,4,3,2,0
MIR4654,0,0,0,1,0,0
MIR4655,0,0,0,0,0,0
MIR4656,0,0,0,0,0,0
MIR4659A,0,0,0,1,0,0
MIR466,0,0,0,1,0,0
MIR4660,0,0,1,0,1,0
MIR4661,0,0,0,0,0,0
MIR4662B,0,1,0,0,0,0
MIR4663,0,1,0,0,0,0
MIR4664,10,10,13,20,18,7
MIR4665,0,0,0,0,0,0
MIR4666A,2,2,9,5,3,6
MIR4666B,0,0,0,0,2,0
MIR4667,0,0,0,0,0,0
MIR4668,0,0,0,0,0,0
MIR4669,0,1,0,0,0,0
MIR4670,0,0,1,0,1,1
MIR4671,0,1,5,0,1,1
MIR4672,1,6,2,3,2,1
MIR4673,0,1,0,1,1,1
MIR4674,0,0,0,0,0,0
MIR4675,0,0,0,0,0,0
MIR4676,0,1,1,0,1,1
MIR4677,0,0,0,0,1,0
MIR4679-2,0,0,0,0,0,0
MIR4681,0,0,0,1,0,0
MIR4682,0,1,1,1,1,0
MIR4684,0,0,0,3,1,2
MIR4685,0,0,1,1,3,2
MIR4686,0,0,2,2,0,0
MIR4688,4,0,2,1,1,2
MIR4689,0,2,0,1,0,0
MIR4690,0,0,0,0,0,0
MIR4692,0,1,0,1,0,4
MIR4693,0,1,0,0,0,0
MIR4694,0,2,1,1,1,1
MIR4695,0,0,0,0,0,0
MIR4696,0,0,0,0,0,0
MIR4698,0,0,0,0,0,0
MIR4699,0,0,0,0,0,0
MIR4701,0,0,3,2,0,3
MIR4703,0,1,1,0,0,0
MIR4704,0,0,0,0,1,0
MIR4705,0,0,0,0,0,0
MIR4706,0,0,0,1,2,0
MIR4708,0,1,0,0,0,0
MIR4710,0,0,1,1,4,1
MIR4711,0,0,0,0,0,0
MIR4713,0,0,0,0,0,0
MIR4713HG,1,3,0,3,2,0
MIR4714,0,1,2,4,1,0
MIR4715,1,2,2,2,1,1
MIR4716,0,1,1,1,0,1
MIR4717,0,0,0,0,2,3
MIR4718,0,0,0,1,1,0
MIR4719,0,1,2,2,0,0
MIR4725,0,1,0,0,0,2
MIR4728,0,0,0,1,1,0
MIR4729,0,0,0,2,2,6
MIR4730,5,7,8,8,8,9
MIR4731,1,0,1,1,2,3
MIR4733,0,0,0,0,0,1
MIR4735,0,0,0,0,0,0
MIR4736,0,0,0,1,0,1
MIR4737,0,1,0,1,3,2
MIR4739,0,0,0,0,0,0
MIR4740,1,7,12,12,4,2
MIR4742,0,0,0,0,1,0
MIR4743,0,0,0,0,0,0
MIR4744,1,8,4,0,4,1
MIR4746,0,0,0,0,0,0
MIR4747,0,0,0,1,0,0
MIR4748,1,1,0,2,3,5
MIR4749,0,0,0,0,0,0
MIR4752,0,0,0,1,0,0
MIR4753,0,3,0,1,2,1
MIR4754,0,0,1,2,0,0
MIR4755,0,1,1,1,1,1
MIR4756,0,0,0,0,0,0
MIR4757,0,0,0,3,1,0
MIR4759,0,0,0,0,0,0
MIR4760,0,0,0,0,0,1
MIR4762,0,0,3,1,1,4
MIR4764,1,1,2,0,0,3
MIR4765,0,1,0,0,0,1
MIR4766,2,4,2,0,1,3
MIR4767,0,0,1,4,2,2
MIR4768,0,5,2,0,1,1
MIR4769,0,0,1,1,2,4
MIR4770,0,0,0,0,0,0
MIR4771-1,0,0,0,0,0,0
MIR4771-2,0,4,1,0,1,1
MIR4772,0,2,0,0,0,0
MIR4773-1,0,0,0,0,0,2
MIR4774,0,0,0,0,1,0
MIR4776-1,0,0,0,0,0,1
MIR4777,3,11,4,2,2,12
MIR4778,0,1,0,0,0,0
MIR4779,0,0,0,0,0,0
MIR4780,0,2,0,0,0,0
MIR4782,0,4,2,2,0,2
MIR4783,0,0,0,0,0,1
MIR4786,2,12,16,4,4,6
MIR4787,0,3,2,11,1,5
MIR4789,0,0,0,0,0,2
MIR4790,0,1,0,0,0,0
MIR4791,0,1,0,0,1,0
MIR4794,0,0,0,1,1,0
MIR4795,0,1,0,0,1,1
MIR4796,0,0,0,2,2,0
MIR4797,0,0,0,0,0,1
MIR4798,0,0,0,0,1,1
MIR4799,0,0,0,0,0,0
MIR4801,0,0,3,1,2,1
MIR4802,0,0,0,0,0,0
MIR4803,0,0,0,3,0,6
MIR4804,0,0,0,0,2,0
MIR483,0,0,0,0,0,0
MIR485,0,0,1,0,0,0
MIR487A,1,0,0,0,0,0
MIR487B,0,0,0,0,0,0
MIR488,0,0,0,0,0,0
MIR489,0,0,0,0,0,0
MIR490,0,0,0,0,0,0
MIR491,0,1,3,1,2,2
MIR493,2,0,2,3,2,4
MIR494,0,0,0,0,1,0
MIR495,0,0,0,0,1,0
MIR496,0,0,0,0,2,0
MIR497HG,2,4,7,5,10,4
MIR498,0,1,0,0,0,0
MIR4999,0,2,1,4,1,3
MIR499A,0,0,6,4,5,1
MIR5000,1,1,0,0,1,0
MIR5002,0,0,5,2,0,2
MIR5003,0,0,1,2,2,1
MIR5007,0,1,0,0,1,0
MIR5008,0,1,3,0,3,1
MIR5009,0,3,2,2,1,4
MIR500A,0,0,0,0,0,0
MIR500B,0,2,0,0,0,0
MIR501,0,1,0,0,0,0
MIR5011,0,1,0,0,0,0
MIR502,0,0,0,0,0,0
MIR503,0,0,0,0,0,0
MIR504,0,0,0,0,0,0
MIR505,0,0,0,0,0,0
MIR506,0,1,0,0,0,2
MIR507,0,0,0,0,2,0
MIR508,0,0,0,0,1,0
MIR5089,0,0,1,1,1,0
MIR509-1,1,0,0,0,0,0
MIR509-2,0,0,0,0,0,0
MIR509-3,0,1,0,1,0,0
MIR5091,0,1,0,1,1,0
MIR5092,0,0,0,0,0,0
MIR5093,0,0,0,0,0,0
MIR5094,4,16,7,5,10,4
MIR510,0,0,0,0,2,0
MIR5100,0,0,0,0,0,0
MIR511,0,0,0,0,0,0
MIR512-1,0,1,0,0,0,0
MIR512-2,0,0,0,0,0,0
MIR513A1,0,0,0,0,0,0
MIR513A2,1,0,0,0,0,0
MIR513B,2,1,0,0,1,0
MIR513C,0,1,0,0,0,0
MIR514A1,0,1,0,0,2,0
MIR514A2,0,0,0,0,0,0
MIR514A3,0,0,0,0,0,0
MIR514B,1,2,0,0,0,1
MIR515-1,0,0,0,0,0,0
MIR515-2,0,2,0,0,0,0
MIR516A1,0,0,0,0,0,0
MIR516A2,0,2,0,0,1,0
MIR516B1,0,1,0,0,0,0
MIR516B2,0,0,0,0,0,0
MIR517A,0,0,0,0,1,0
MIR517B,0,1,0,0,0,0
MIR517C,0,0,0,0,1,0
MIR5186,0,0,0,0,0,0
MIR5188,0,0,0,0,1,0
MIR5189,1,0,0,1,0,1
MIR518A1,0,1,0,0,0,0
MIR518A2,0,0,0,0,0,0
MIR518B,0,1,0,0,0,0
MIR518E,0,1,0,0,0,0
MIR518F,0,1,0,0,0,0
MIR5190,2,12,15,7,9,9
MIR5191,0,0,1,2,1,8
MIR5192,0,4,1,0,0,0
MIR5194,0,7,7,6,8,4
MIR5195,0,1,0,0,0,0
MIR5197,1,1,2,1,0,4
MIR519A1,0,0,0,0,1,0
MIR519B,0,0,0,0,1,0
MIR519C,0,0,0,0,0,0
MIR519D,0,0,0,0,0,1
MIR519E,0,1,0,0,0,0
MIR520A,0,2,0,0,0,0
MIR520B,0,0,0,0,0,0
MIR520C,0,0,0,0,0,0
MIR520D,0,0,0,0,0,0
MIR520E,0,0,0,0,0,0
MIR520G,0,0,1,0,0,0
MIR520H,0,0,0,0,0,0
MIR521-1,0,0,0,0,1,0
MIR521-2,0,0,1,0,1,0
MIR525,0,0,0,0,0,0
MIR526A1,0,0,0,0,0,0
MIR526A2,0,0,0,0,0,0
MIR526B,0,0,0,0,1,0
MIR527,0,0,0,0,1,0
MIR532,0,1,0,0,0,1
MIR539,0,1,0,0,0,1
MIR541,0,0,3,0,0,1
MIR542,1,0,1,1,0,0
MIR543,0,0,0,2,0,0
MIR544A,0,0,1,0,1,2
MIR544B,1,3,3,3,0,2
MIR545,0,1,0,0,1,0
MIR548A1,0,0,0,0,0,1
MIR548A2,0,0,0,0,0,0
MIR548A3,2,6,14,9,6,9
MIR548AA1,0,0,1,1,0,1
MIR548AA2,0,14,8,8,10,9
MIR548AB,0,0,0,0,0,0
MIR548AC,0,0,0,0,2,1
MIR548AD,0,0,0,0,0,1
MIR548AE1,0,1,0,0,0,0
MIR548AE2,0,0,0,0,0,0
MIR548AG1,0,0,0,0,0,0
MIR548AG2,0,0,1,0,0,1
MIR548AI,0,0,0,0,0,0
MIR548AJ1,0,0,1,0,0,1
MIR548AJ2,0,0,0,0,0,0
MIR548AK,0,0,0,6,2,3
MIR548AL,0,0,0,0,0,0
MIR548AM,1,0,0,1,0,0
MIR548AN,0,2,0,2,1,0
MIR548AO,0,0,0,0,1,0
MIR548AP,0,0,0,0,0,0
MIR548AQ,0,0,0,0,0,0
MIR548AR,0,1,1,1,1,0
MIR548AS,0,2,0,1,1,0
MIR548AT,2,1,1,1,0,3
MIR548AV,0,2,1,0,1,1
MIR548AW,0,0,0,0,0,0
MIR548AX,0,0,0,0,0,0
MIR548B,0,1,0,0,1,0
MIR548BA,0,0,0,0,0,0
MIR548C,0,2,0,0,2,2
MIR548D2,0,0,0,0,0,0
MIR548E,0,0,0,0,0,1
MIR548F1,0,0,0,0,0,1
MIR548F2,2,0,1,1,3,1
MIR548F3,0,0,2,0,0,3
MIR548F4,0,0,0,0,0,1
MIR548F5,0,2,0,0,0,0
MIR548G,0,1,0,0,0,0
MIR548H1,0,0,0,0,0,1
MIR548H2,0,0,0,0,0,0
MIR548H3,0,0,0,0,0,0
MIR548H4,0,0,0,0,0,0
MIR548H5,0,1,0,0,0,0
MIR548I1,1,4,8,1,2,3
MIR548I2,0,5,2,0,2,4
MIR548I3,0,0,0,0,0,0
MIR548I4,0,0,0,0,0,0
MIR548J,1,1,0,0,2,2
MIR548K,0,2,2,1,1,2
MIR548L,0,2,2,1,1,3
MIR548M,0,2,0,0,0,0
MIR548N,1,0,0,1,0,0
MIR548O,0,4,4,3,3,3
MIR548P,0,3,6,2,1,2
MIR548Q,0,0,1,2,0,3
MIR548S,0,0,0,0,0,3
MIR548T,0,1,0,2,2,0
MIR548U,0,1,0,0,3,1
MIR548V,1,2,2,4,9,4
MIR548W,0,0,2,0,0,0
MIR548X,0,0,0,0,1,1
MIR548X2,0,0,2,0,1,0
MIR548XHG,0,2,0,0,3,4
MIR548Y,0,1,0,0,0,0
MIR548Z,0,0,0,0,0,0
MIR549A,0,0,0,1,1,1
MIR550A1,0,0,0,0,0,2
MIR550A2,0,2,0,0,1,0
MIR550A3,0,2,2,1,2,5
MIR551A,0,0,0,2,0,0
MIR551B,0,0,0,0,0,0
MIR552,0,1,1,0,0,0
MIR553,0,3,1,2,3,1
MIR554,0,2,0,1,0,1
MIR556,1,0,2,0,0,5
MIR557,0,0,0,0,0,0
MIR5571,0,0,0,0,0,0
MIR5579,1,1,3,0,2,1
MIR558,0,3,1,3,1,3
MIR5580,0,0,0,1,0,0
MIR5581,1,2,2,6,2,1
MIR5582,0,0,0,0,0,4
MIR5583-1,0,0,0,0,2,0
MIR5584,1,0,0,2,4,2
MIR5585,3,12,9,4,3,11
MIR5586,0,0,1,1,0,0
MIR5587,11,13,15,20,20,9
MIR5588,0,0,0,0,0,0
MIR5589,0,0,0,0,0,0
MIR559,0,0,0,0,0,0
MIR5590,0,0,0,3,0,1
MIR5591,0,0,0,0,3,0
MIR561,0,0,0,2,0,1
MIR562,0,1,1,1,1,1
MIR563,1,2,2,2,1,2
MIR567,0,0,0,0,0,0
MIR5680,0,0,0,0,0,0
MIR5681A,0,2,0,0,0,0
MIR5682,1,5,4,4,1,3
MIR5684,0,0,0,0,0,1
MIR5685,0,0,0,2,2,3
MIR5687,1,1,2,3,4,2
MIR5688,0,0,0,0,0,3
MIR5689,0,1,0,0,1,0
MIR5689HG,0,5,0,0,1,0
MIR569,1,2,1,2,0,2
MIR5690,1,1,2,1,1,3
MIR5691,0,5,2,0,0,2
MIR5692A1,0,2,1,5,5,6
MIR5692A2,0,0,0,0,0,0
MIR5692B,1,2,3,1,1,3
MIR5692C1,1,0,0,0,0,0
MIR5692C2,1,2,1,1,6,7
MIR5693,0,0,0,0,0,0
MIR5694,0,0,0,0,0,0
MIR5695,2,10,3,4,0,4
MIR5696,0,0,0,2,0,0
MIR5697,0,2,5,2,1,4
MIR5698,0,0,0,0,0,0
MIR5699,1,1,0,0,1,2
MIR570,3,7,20,27,21,35
MIR5700,1,0,0,1,2,0
MIR5701-1,0,0,0,0,0,0
MIR5701-3,0,0,0,0,0,0
MIR5702,1,0,0,0,0,0
MIR5704,1,1,1,0,0,1
MIR5705,0,1,0,0,0,0
MIR5706,0,1,0,3,3,0
MIR5707,0,1,2,1,1,3
MIR5708,0,0,0,0,0,0
MIR571,0,0,1,1,5,3
MIR572,0,0,0,0,0,0
MIR573,2,3,3,9,8,12
MIR574,0,0,0,1,0,0
MIR575,1,1,3,5,4,9
MIR576,1,1,0,2,2,3
MIR577,0,0,0,0,0,0
MIR578,0,1,2,2,4,7
MIR579,0,1,4,1,5,4
MIR580,0,1,1,1,0,1
MIR581,0,15,10,2,6,3
MIR582,0,2,0,0,0,0
MIR583,0,2,0,0,0,0
MIR584,0,0,0,0,0,0
MIR585,0,1,0,1,0,0
MIR586,0,2,1,0,0,0
MIR587,0,0,0,0,0,0
MIR588,0,1,0,0,1,0
MIR589,3,3,2,1,7,2
MIR590,2,6,6,3,2,4
MIR591,0,1,0,0,0,0
MIR592,0,2,0,0,0,0
MIR593,0,0,0,3,3,2
MIR595,0,0,2,0,0,2
MIR596,0,0,2,1,0,1
MIR597,1,1,3,2,4,1
MIR598,1,1,1,1,0,0
MIR599,0,1,0,0,0,0
MIR600HG,1162,1707,3598,3101,1113,2425
MIR601,0,4,0,2,1,1
MIR602,0,0,0,1,2,0
MIR603,0,3,1,2,0,0
MIR604,0,7,0,2,1,1
MIR605,0,2,0,0,0,0
MIR606,0,3,3,0,0,0
MIR607,0,0,0,0,0,0
MIR608,0,1,1,0,1,1
MIR609,0,2,1,0,1,0
MIR610,0,0,0,0,0,0
MIR613,0,1,1,0,0,1
MIR615,0,0,0,0,0,0
MIR616,6,6,8,6,5,6
MIR617,0,0,0,0,0,1
MIR618,0,0,0,1,0,1
MIR619,0,1,1,0,0,3
MIR620,1,2,1,0,1,4
MIR621,3,14,14,12,10,21
MIR623,1,0,0,2,0,1
MIR624,1,5,5,1,0,3
MIR625,0,1,0,0,0,2
MIR626,2,0,1,2,3,1
MIR627,0,0,0,0,0,1
MIR629,0,1,1,0,0,0
MIR633,0,1,2,0,1,3
MIR634,0,0,1,2,2,0
MIR635,2,17,19,32,18,10
MIR638,0,0,2,0,1,0
MIR640,0,0,0,0,0,1
MIR641,2,4,7,7,6,6
MIR642A,1,1,1,0,1,1
MIR643,0,0,3,3,1,3
MIR644A,1,4,1,5,4,5
MIR645,2,0,2,2,1,2
MIR646,2,2,2,0,0,1
MIR646HG,21,29,22,47,22,57
MIR647,22,17,38,72,31,16
MIR648,1,16,6,3,7,3
MIR649,0,0,0,0,1,2
MIR651,0,0,0,0,1,0
MIR652,1,1,0,1,0,1
MIR653,0,0,0,0,0,0
MIR654,0,1,0,0,0,0
MIR655,0,1,1,0,1,1
MIR656,5,4,6,16,7,6
MIR657,38,9,28,113,100,16
MIR659,2,13,15,7,5,5
MIR660,0,0,0,0,0,0
MIR661,6,8,9,8,7,9
MIR662,0,0,0,0,0,0
MIR663AHG,0,9,1,4,6,0
MIR663B,0,2,0,0,1,1
MIR670,0,0,2,1,2,0
MIR670HG,1,3,5,8,8,5
MIR676,0,0,0,0,0,0
MIR7-2,1,0,4,0,1,0
MIR7-3,0,1,0,0,0,0
MIR7-3HG,37,241,332,301,160,212
MIR708,1,0,0,0,0,0
MIR744,2,3,2,1,0,1
MIR7515HG,0,12,2,1,3,2
MIR758,0,0,0,0,0,0
MIR759,0,0,0,0,0,0
MIR760,0,2,1,3,0,2
MIR762,0,0,0,0,0,0
MIR762HG,7,8,18,12,8,16
MIR764,0,0,0,0,0,0
MIR765,0,0,1,0,0,1
MIR766,1,2,2,0,0,0
MIR767,0,1,0,0,0,0
MIR769,0,2,3,1,0,2
MIR770,159,388,784,477,237,381
MIR7853,0,0,0,0,0,0
MIR802,0,0,0,0,0,1
MIR8485,1,23,14,3,3,14
MIR873,0,0,1,0,2,3
MIR874,0,1,0,2,1,1
MIR875,0,1,0,0,0,0
MIR876,0,0,0,0,1,0
MIR877,0,0,0,0,1,0
MIR885,0,0,2,2,1,3
MIR887,0,0,0,0,0,0
MIR888,0,0,0,0,0,0
MIR889,0,0,0,0,1,1
MIR890,0,1,0,0,0,0
MIR891A,0,0,0,0,0,0
MIR891B,0,1,0,0,0,0
MIR892A,1,2,2,0,1,1
MIR892B,0,0,0,3,2,0
MIR892C,0,0,0,0,0,0
MIR9-1,0,1,1,0,0,1
MIR9-1HG,1487,7957,7773,9657,6937,5738
MIR9-3HG,237,373,894,811,456,648
MIR920,0,1,1,0,2,1
MIR921,0,0,4,0,0,0
MIR924HG,3,7,5,9,8,9
MIR93,0,2,2,2,2,0
MIR933,0,2,0,1,1,1
MIR934,0,0,0,0,0,0
MIR938,0,0,0,1,1,1
MIR941-2,0,0,0,0,0,0
MIR941-4,2,1,0,2,1,2
MIR942,0,0,0,1,0,0
MIR944,0,0,0,0,0,0
MIR95,2,2,6,5,2,4
MIR96,0,0,0,0,0,0
MIR98,0,0,0,0,1,1
MIR99A,0,0,0,0,1,1
MIR99AHG,112,409,358,555,438,492
MIR99B,0,0,1,0,0,1
MIRLET7A1,0,0,0,0,0,1
MIRLET7A2,1,0,0,0,0,0
MIRLET7BHG,376,567,903,493,725,490
MIRLET7C,0,0,1,1,0,0
MIRLET7D,0,2,2,1,0,3
MIRLET7E,0,0,0,0,0,0
MIRLET7F1,0,1,3,1,0,0
MIRLET7F2,0,1,0,0,0,0
MIRLET7G,0,1,0,0,0,0
MIRLET7I,0,3,0,1,0,0
MIS12,70,150,253,347,192,280
MIS18A,25,112,153,156,84,87
MIS18BP1,88,298,515,682,309,659
MISP,11,20,26,34,22,10
MISP3,154,339,628,640,373,320
MITD1,63,205,239,285,153,199
MITF,83,187,222,667,362,315
MIXL1,2,5,6,17,9,6
MKI67,4,7,4,48,21,19
MKKS,528,1263,1966,2327,1162,1881
MKLN1,448,1261,1210,2393,1655,2223
MKLN1-AS,45,138,164,181,99,133
MKNK1,258,865,1084,1281,606,744
MKNK1-AS1,17,20,59,48,22,24
MKNK2,635,1467,2569,3193,1937,1411
MKNK2P1,0,1,0,0,1,0
MKRN1,1202,2551,3646,4518,2242,2828
MKRN2,459,1078,1575,1931,1006,1302
MKRN2OS,23,56,87,71,48,88
MKRN3,37,49,61,176,112,66
MKRN7P,4,12,12,10,10,8
MKS1,144,338,342,468,307,265
MKX,56,119,238,235,80,201
MLANA,10,39,38,74,49,50
MLC1,907,12107,5276,9855,11973,4883
MLEC,1211,3816,4599,6720,3329,3998
MLF1,80,352,373,439,270,380
MLF2,3013,7839,14115,12515,6892,6863
MLH1,292,745,902,1153,659,647
MLH3,282,772,1083,1691,928,1412
MLIP,236,856,1356,1001,452,954
MLIP-IT1,0,2,2,0,3,0
MLKL,21,46,48,130,83,34
MLLT1,1222,2578,4728,6217,4083,2443
MLLT10,267,645,858,1205,615,801
MLLT10P2,0,0,0,0,3,1
MLLT11,1544,3274,5854,5952,2517,4249
MLLT3,251,800,1287,1446,776,1133
MLN,1,0,4,2,0,0
MLNR,1,0,4,13,4,5
MLPH,6,18,27,40,12,12
MLST8,1073,3328,4031,3790,2545,1974
MLX,238,589,770,871,481,656
MLXIP,1196,2696,3694,4224,2620,2387
MLXIPL,577,1479,2404,1730,895,1065
MLYCD,70,180,197,329,203,160
MMAA,115,286,401,487,304,380
MMAB,276,732,1065,914,710,535
MMACHC,89,198,313,430,241,294
MMADHC,201,735,931,932,537,742
MMADHC-DT,5,4,6,18,11,8
MMD,827,3331,4846,5903,2711,3174
MMD2,172,1200,564,1686,1880,952
MME,11,39,29,51,27,42
MMEL1,3,36,16,10,14,9
MMGT1,316,599,774,1429,673,1018
MMP1,0,2,1,3,4,1
MMP10,0,3,0,1,4,2
MMP11,4,24,23,35,19,22
MMP13,0,3,0,1,0,1
MMP14,63,179,124,506,436,167
MMP15,319,640,1090,1438,771,572
MMP16,432,989,1482,2208,1122,2062
MMP17,2595,3353,9894,9695,4416,3399
MMP19,6,16,10,20,24,15
MMP2,36,108,75,317,222,145
MMP20,0,2,1,1,2,1
MMP21,1,8,7,11,8,4
MMP23A,3,5,10,12,6,3
MMP23B,1,3,6,6,5,0
MMP24,722,1137,1981,2404,1505,1528
MMP24OS,314,732,1419,1393,702,702
MMP25,37,78,129,127,67,86
MMP26,0,5,0,2,2,1
MMP27,0,3,1,0,0,1
MMP3,2,7,6,16,10,18
MMP7,0,3,0,0,2,0
MMP8,0,3,1,0,3,0
MMP9,2,7,7,9,7,5
MMRN1,29,12,3,72,17,16
MMRN2,246,347,546,983,564,547
MMS19,1218,2816,4135,4309,2664,3187
MMS22L,45,198,183,291,146,153
MMUT,419,1264,1341,2075,1156,1411
MN1,232,645,979,1703,818,573
MNAT1,57,270,440,462,327,475
MND1,3,14,14,22,17,6
MNDA,7,29,23,174,63,64
MNS1,38,196,225,255,180,181
MNT,777,1400,2802,3036,1643,1923
MNX1,0,3,2,2,1,2
MNX1-AS1,1,0,0,2,0,0
MNX1-AS2,0,1,0,0,0,0
MOAP1,3413,5493,11497,11706,4349,8156
MOB1A,256,781,860,1658,819,957
MOB1AP1,0,0,0,0,0,0
MOB1B,285,1205,1378,2248,1069,1871
MOB2,515,1086,1981,1587,906,1001
MOB3A,303,950,984,1711,963,653
MOB3B,465,526,937,2565,1130,986
MOB3C,118,368,303,514,365,258
MOB4,399,882,1332,1522,689,1356
MOBP,9015,9160,18297,60510,32370,15460
MOCOS,9,27,47,22,27,36
MOCS1,315,974,984,1422,1029,783
MOCS2,492,1512,2153,2275,1204,1746
MOCS3,60,149,246,252,147,218
MOG,1980,651,2024,16813,5059,1403
MOGAT1,3,9,4,6,4,5
MOGAT2,0,3,0,0,0,7
MOGAT3,1,6,3,1,6,1
MOGS,498,1006,1559,1975,1003,1000
MOK,180,759,869,720,484,659
MON1A,487,1251,1946,1801,1056,1114
MON1B,1335,2508,3641,6693,3579,2514
MON2,685,1189,1840,3327,1574,2108
MORC1,0,11,3,6,5,6
MORC1-AS1,0,3,0,0,0,0
MORC2,399,870,1303,1630,966,978
MORC2-AS1,2,18,11,11,19,12
MORC3,367,777,1104,1666,784,1176
MORC4,39,129,125,307,170,124
MORF4L1,1893,4931,6888,8815,3728,5953
MORF4L1P4,0,3,1,0,0,2
MORF4L2,1870,5021,7840,8716,3781,5567
MORN1,91,214,323,328,202,244
MORN2,41,228,217,234,121,193
MORN3,48,224,210,243,162,161
MORN4,455,1292,1851,1949,1030,1310
MORN5,1,16,18,12,13,10
MOS,0,4,5,1,4,2
MOSMO,572,1421,2614,2588,1097,2648
MOSPD1,32,146,156,166,88,147
MOSPD2,277,391,587,2284,840,657
MOSPD3,178,562,570,724,513,307
MOV10,173,602,524,862,565,442
MOV10L1,99,215,254,343,163,234
MOXD1,172,532,698,978,373,612
MOXD2P,0,1,0,0,0,0
MPC1,280,1020,1124,1747,794,954
MPC1L,1,1,1,1,2,0
MPC2,258,1112,1352,1619,666,1217
MPDU1,177,614,787,888,524,516
MPDZ,1046,2708,3389,4886,2855,3903
MPEG1,9,17,12,284,64,50
MPG,65,219,328,374,212,259
MPHOSPH10,175,651,1013,1310,616,714
MPHOSPH6,94,487,527,514,313,427
MPHOSPH8,1544,4458,6134,6661,3476,4063
MPHOSPH9,148,459,670,927,469,726
MPI,823,2416,2840,2633,1895,1889
MPIG6B,7,18,28,21,18,25
MPL,21,31,43,67,48,56
MPLKIP,105,262,387,545,276,421
MPND,212,512,1007,983,602,516
MPO,33,87,69,109,59,89
MPP1,783,1556,2590,2271,1123,1477
MPP2,2139,3132,5317,8350,4373,3808
MPP3,75,165,270,365,144,244
MPP4,7,21,21,19,14,18
MPP5,623,1222,1779,3391,1618,2119
MPP6,534,1530,2493,2893,1447,3494
MPP7,177,279,550,692,200,625
MPPE1,97,275,386,525,290,289
MPPED1,3121,5988,10296,11228,4999,6121
MPPED2,269,707,1091,1016,609,818
MPPED2-AS1,2,10,4,5,4,4
