symbol,SL6655,SL7393,SL7396,SL7625,SL7632,SL7805
TINAGL1,859,1109,1330,1202,850,847
TINCR,489,440,216,605,454,495
TINF2,1055,1332,979,1432,1305,1520
TIPARP,397,705,425,503,414,554
TIPIN,98,144,142,164,110,150
TIPRL,783,812,518,1156,943,1273
TIRAP,171,228,140,222,216,231
TJAP1,787,2420,1424,1253,1101,1912
TJP1,3758,10563,5752,6962,6911,7801
TJP2,452,2259,1316,1578,932,1232
TJP3,79,121,86,146,129,92
TK1,52,66,49,148,52,75
TK2,1209,1483,1010,1575,1438,2051
TKFC,1244,1390,962,1650,1195,1564
TKT,6519,8453,5218,8887,7228,9035
TKTL1,5,10,4,3,2,14
TKTL2,1,3,2,4,5,7
TLCD1,20,100,102,54,42,36
TLCD2,40,26,23,49,16,48
TLCD3A,327,540,339,595,409,510
TLCD3B,3958,3522,2468,3624,2817,3589
TLCD4,2877,2808,1969,2988,3008,3562
TLCD4-RWDD3,1,3,5,0,1,1
TLCD5,417,891,545,615,609,806
TLDC2,17,13,15,16,5,21
TLE1,1929,2653,1344,2822,2357,2159
TLE2,2920,3236,2437,3396,2996,3006
TLE3,1418,1493,974,1841,1424,1587
TLE4,1641,2580,1469,2213,1974,3022
TLE5,16382,16359,11753,20239,16842,18425
TLE6,19,48,45,62,45,46
TLE7,0,0,0,0,0,2
TLK1,3573,3402,2221,3716,3477,4922
TLK2,1194,1494,1001,1746,1437,1805
TLK2P1,48,94,108,83,104,91
TLL1,118,104,80,176,139,180
TLL2,348,324,187,411,320,433
TLN1,4960,11198,7151,10471,6288,8436
TLN2,14549,10979,4994,17412,13592,18643
TLNRD1,1384,1146,643,1568,1286,1318
TLR1,20,70,25,94,35,68
TLR10,10,36,17,68,22,40
TLR12P,0,0,1,0,0,3
TLR2,25,72,71,110,47,49
TLR3,30,83,47,73,51,93
TLR4,109,1070,543,633,440,433
TLR5,32,81,44,109,52,43
TLR6,19,72,27,85,26,37
TLR7,15,46,21,139,49,68
TLR8,1,3,2,10,4,5
TLR8-AS1,0,0,0,0,0,3
TLR9,6,7,2,9,2,6
TLX1,1,1,2,3,0,2
TLX1NB,0,0,0,1,0,1
TLX2,34,77,42,74,72,112
TLX3,0,1,0,0,0,0
TM2D1,386,729,537,617,541,519
TM2D2,1170,1067,675,1735,1314,1503
TM2D3,2551,2506,1928,2851,2742,2701
TM4SF1,265,693,627,3603,660,418
TM4SF1-AS1,0,0,1,3,1,2
TM4SF18,216,447,200,423,439,347
TM4SF19,5,11,17,8,4,16
TM4SF19-AS1,6,7,4,3,3,8
TM4SF20,4,12,9,10,1,10
TM4SF4,2,0,1,0,0,2
TM4SF5,0,1,0,1,0,3
TM6SF1,1711,1657,807,2005,1817,2148
TM6SF2,20,19,32,20,24,22
TM7SF2,1474,1922,1354,2095,1582,1738
TM7SF3,1629,2006,1137,2423,2029,2595
TM9SF1,61,89,83,84,84,93
TM9SF2,3512,3811,2059,4636,4076,5041
TM9SF3,4535,5885,3350,6701,5986,7583
TM9SF4,4931,4942,2981,5856,4904,6091
TMA16,146,213,170,248,217,205
TMA7,222,379,376,304,319,239
TMBIM1,622,3098,2197,1780,1353,1827
TMBIM4,132,182,236,407,316,309
TMBIM6,11519,19587,13699,19128,14568,16707
TMBIM7P,3,1,1,4,0,3
TMC1,6,42,28,26,13,34
TMC2,34,41,65,27,31,78
TMC3,22,35,18,22,22,36
TMC4,156,264,201,243,204,188
TMC5,29,22,49,21,20,67
TMC6,613,1860,1031,1340,988,1830
TMC7,138,494,308,278,283,481
TMC8,98,251,139,284,148,148
TMCC1,2317,2534,1732,3187,2918,3298
TMCC1-AS1,286,280,167,317,253,355
TMCC2,10944,9724,6939,11135,9222,10007
TMCC3,435,1212,778,769,716,1197
TMCO1,659,1052,710,924,865,929
TMCO2,0,3,2,4,2,8
TMCO3,781,1300,770,1163,1079,1139
TMCO4,223,307,199,331,185,263
TMCO5A,0,3,3,0,0,2
TMCO6,331,440,274,383,309,371
TMED1,31,80,51,62,42,68
TMED10,2603,3690,2595,4260,3477,3984
TMED11P,17,22,20,51,23,15
TMED2,1738,2310,1462,3002,2488,2962
TMED3,770,870,611,1290,888,1003
TMED4,1386,2030,1357,1971,1874,1947
TMED5,1101,1450,773,1393,1297,1679
TMED6,19,32,17,34,28,41
TMED7,1479,2257,1277,2047,1964,2768
TMED7-TICAM2,0,0,2,0,1,1
TMED8,3101,3148,1963,3930,3527,4288
TMED9,1428,2321,1572,2935,2057,1880
TMEFF1,23,20,19,29,21,19
TMEFF2,1836,1637,1359,2302,1798,2683
TMEM100,18,66,89,33,40,69
TMEM101,330,397,328,491,373,438
TMEM102,5,34,24,25,18,14
TMEM104,569,1197,695,831,648,877
TMEM105,0,2,0,4,1,6
TMEM106A,54,112,60,108,65,71
TMEM106B,3562,3338,1871,3989,3831,5617
TMEM106C,778,799,635,1101,840,1062
TMEM107,239,299,193,302,288,292
TMEM108,1186,1874,1207,1788,1523,1505
TMEM109,1678,1915,1458,2299,1884,1940
TMEM11,557,781,555,675,610,676
TMEM114,1,5,2,5,1,2
TMEM115,827,950,732,1079,856,935
TMEM116,162,195,148,168,159,206
TMEM117,214,238,156,261,248,305
TMEM119,17,125,67,347,93,187
TMEM120A,714,1019,878,1153,848,858
TMEM120B,1286,1444,976,1489,1334,1489
TMEM121,954,961,593,1410,859,886
TMEM121B,2673,2252,1034,3354,2277,3116
TMEM123,880,2161,1121,1851,1420,1409
TMEM125,90,353,286,237,214,367
TMEM126A,219,362,206,396,378,312
TMEM126B,625,1011,737,805,819,830
TMEM127,6376,5928,3499,7038,6054,6981
TMEM128,205,375,330,374,362,449
TMEM129,3021,4243,2675,3581,3054,3477
TMEM130,31805,22610,15875,30632,28688,34029
TMEM131,2595,2908,1773,3116,2399,3319
TMEM131L,235,345,241,434,279,326
TMEM132A,24445,18458,10247,26591,15107,17727
TMEM132B,9246,9227,5366,11615,11752,13983
TMEM132C,1442,1928,952,1801,1518,2179
TMEM132D,3708,2679,1528,4163,3411,4414
TMEM132D-AS1,6,3,5,14,5,7
TMEM132D-AS2,3,5,1,4,4,3
TMEM132E,1353,1446,514,1519,1251,1319
TMEM134,315,701,491,523,441,461
TMEM135,560,634,361,652,563,816
TMEM138,286,486,392,410,367,432
TMEM139,17,29,21,25,16,32
TMEM140,192,311,157,355,390,352
TMEM141,323,377,301,489,384,352
TMEM143,614,748,445,627,473,678
TMEM144,681,2931,2332,1559,1467,3008
TMEM145,2675,2891,2061,2952,2395,2504
TMEM147,608,862,756,945,781,856
TMEM147-AS1,154,300,198,193,171,251
TMEM14A,1119,1562,1261,1589,1383,1135
TMEM14B,350,587,463,596,517,475
TMEM14C,664,1098,821,1108,918,889
TMEM14EP,2,4,3,13,5,10
TMEM150A,281,582,453,321,364,409
TMEM150B,7,16,16,13,4,15
TMEM150C,2058,2312,1586,2347,2084,2404
TMEM151A,5955,4919,3376,6481,4656,6151
TMEM151B,26737,17638,8119,27796,19381,26381
TMEM154,24,49,24,73,45,80
TMEM156,9,19,23,18,16,22
TMEM158,267,402,278,426,336,270
TMEM159,129,116,119,187,154,203
TMEM160,525,714,669,853,702,549
TMEM161A,904,1064,789,1202,858,870
TMEM161B,410,552,388,561,474,651
TMEM161B-AS1,394,741,515,604,521,465
TMEM163,800,646,443,685,621,694
TMEM164,972,1358,816,1440,1171,1207
TMEM165,630,1688,1341,1145,975,1720
TMEM167A,3911,4282,2505,4901,4430,5496
TMEM167B,1433,1873,1321,2204,1882,2244
TMEM168,421,810,569,809,561,820
TMEM169,669,515,294,716,544,744
TMEM17,326,309,274,365,358,403
TMEM170A,470,1121,737,780,613,828
TMEM170B,4043,3816,2038,4636,4312,6582
TMEM171,21,40,32,46,25,35
TMEM174,0,0,3,0,0,3
TMEM175,2844,4534,3087,3421,3105,3169
TMEM176A,47,415,459,222,111,149
TMEM176B,73,463,495,297,162,184
TMEM177,514,487,313,602,447,559
TMEM178A,3788,4058,2991,3992,3803,3923
TMEM178B,9106,7150,3537,11660,10041,12614
TMEM179,3719,3394,2287,4095,3409,3409
TMEM179B,264,469,308,340,313,409
TMEM18,558,691,537,799,699,955
TMEM18-DT,2,8,39,25,8,10
TMEM181,3379,3078,1664,3648,3153,4416
TMEM182,155,121,77,169,125,170
TMEM183A,2457,2120,1223,3291,2830,3283
TMEM183AP1,1,2,2,2,3,1
TMEM184A,16,46,25,81,24,35
TMEM184B,6058,7490,4546,7270,5557,7467
TMEM184C,1616,1803,1066,1902,1738,2141
TMEM185B,271,397,219,425,290,421
TMEM186,224,340,196,258,253,297
TMEM187,159,189,137,211,177,174
TMEM19,979,1078,792,1462,1181,1301
TMEM190,4,5,2,4,5,3
TMEM191A,169,246,197,205,191,196
TMEM191C,90,174,119,134,96,77
TMEM192,1125,1709,1341,1812,1475,1599
TMEM196,926,568,347,1198,934,976
TMEM198,1902,1671,991,2319,1583,1640
TMEM198B,331,712,467,491,393,569
TMEM199,156,187,134,208,200,193
TMEM200A,292,194,65,389,340,347
TMEM200B,200,254,98,246,227,185
TMEM200C,993,973,474,1164,993,1127
TMEM201,2090,2524,1623,2364,2021,2740
TMEM202,0,0,0,1,2,2
TMEM202-AS1,17,26,23,35,22,48
TMEM203,1346,1334,893,1644,1386,1526
TMEM204,350,514,452,431,439,376
TMEM205,491,716,741,741,627,529
TMEM207,0,0,2,0,0,2
TMEM208,316,489,397,550,440,364
TMEM209,244,430,326,472,346,465
TMEM210,6,4,4,2,2,8
TMEM211,6,9,10,8,13,16
TMEM212,7,3,4,8,8,6
TMEM213,10,12,15,6,7,12
TMEM214,2660,3143,2017,3608,2868,3150
TMEM215,44,28,9,66,8,19
TMEM216,143,286,254,231,170,196
TMEM217,15,28,20,17,26,31
TMEM218,70,174,96,133,107,146
TMEM219,1356,1999,1891,1957,1836,1854
TMEM220,96,302,192,209,256,245
TMEM220-AS1,8,45,37,22,15,34
TMEM221,128,161,117,174,161,149
TMEM222,2249,2924,2452,3026,2639,2518
TMEM223,343,473,344,454,344,381
TMEM225,0,2,2,3,3,6
TMEM225B,2,12,17,12,8,17
TMEM229A,115,301,119,178,148,169
TMEM229B,4528,3260,1793,4638,3521,5037
TMEM230,2574,3093,2190,3286,3213,3431
TMEM231,352,554,387,584,491,508
TMEM232,263,319,256,331,305,429
TMEM233,107,138,147,188,87,192
TMEM234,345,477,319,408,324,399
TMEM235,174,1176,980,295,439,903
TMEM236,0,1,1,4,0,1
TMEM237,748,882,728,947,1073,1108
TMEM238,11,11,14,17,16,9
TMEM238L,0,6,0,2,0,5
TMEM239,1,0,1,2,0,1
TMEM240,875,925,623,1002,873,818
TMEM241,622,738,466,880,765,1069
TMEM242,1285,1094,698,1392,1367,1505
TMEM243,280,364,313,358,350,269
TMEM244,11,10,13,11,5,17
TMEM245,9619,9331,6636,9912,9797,12860
TMEM246-AS1,16,14,6,14,16,36
TMEM248,3644,3906,2604,4910,4272,5066
TMEM248P1,0,0,0,0,0,1
TMEM25,6992,5200,3186,6864,5939,6834
TMEM250,4480,4181,2806,5085,3962,4064
TMEM251,88,118,101,119,99,100
TMEM252,5,15,6,10,9,5
TMEM252-DT,0,0,0,1,1,1
TMEM253,4,16,10,8,3,13
TMEM254,872,1026,626,945,797,889
TMEM255A,118,316,227,239,186,315
TMEM255B,90,118,65,145,54,115
TMEM256,11,22,25,18,19,16
TMEM256P2,5,9,9,9,9,4
TMEM258,189,390,358,327,271,314
TMEM259,7825,9715,7350,9124,7235,8532
TMEM26,30,25,30,23,23,54
TMEM260,333,562,330,463,427,607
TMEM262,19,52,32,21,39,51
TMEM263,893,904,519,1202,1010,1097
TMEM266,520,680,408,671,556,642
TMEM267,272,424,247,368,331,432
TMEM268,6303,4501,2755,5936,5408,7040
TMEM270,1,0,0,4,0,3
TMEM271,361,375,238,416,387,323
TMEM273,83,196,127,136,129,178
TMEM30A,11449,11192,6423,12221,11789,15985
TMEM30A-DT,10,13,4,6,7,24
TMEM30B,60,95,37,77,46,72
TMEM30CP,3,3,2,4,3,6
TMEM31,5,7,5,1,4,3
TMEM33,2734,2927,1647,3382,3093,4203
TMEM35A,2598,2424,1594,2866,3001,3645
TMEM35B,1,1,0,0,0,1
TMEM37,12,11,19,34,12,22
TMEM38A,5050,4411,2577,6135,5109,4590
TMEM38B,102,197,174,183,123,175
TMEM39A,149,469,313,444,296,348
TMEM39B,667,788,546,906,668,844
TMEM40,7,3,4,5,4,18
TMEM41A,581,823,630,790,638,739
TMEM41B,927,1450,957,1341,1205,1421
TMEM42,394,655,454,497,499,541
TMEM43,1067,1529,1077,1439,1131,1372
TMEM44,652,630,630,641,586,587
TMEM45A,15,32,27,43,25,30
TMEM45B,36,79,55,61,58,76
TMEM47,1345,3693,2098,2181,1890,2047
TMEM50A,1888,2243,1666,2830,2343,2637
TMEM50B,1049,1578,1015,1505,1528,1473
TMEM51,100,260,168,277,160,153
TMEM51-AS1,10,20,16,18,18,18
TMEM52,44,59,80,59,36,29
TMEM52B,79,84,16,101,61,86
TMEM53,520,367,280,422,361,391
TMEM54,608,704,628,831,767,594
TMEM59,2631,3441,2447,4377,3585,4287
TMEM59L,25544,21425,15513,31629,24183,23853
TMEM60,188,262,235,284,268,234
TMEM61,4,12,3,8,12,10
TMEM62,477,572,374,510,538,814
TMEM63A,749,5332,2525,1699,1511,4261
TMEM63B,8692,6353,3456,8384,6549,8555
TMEM63C,4037,3173,2214,3300,3051,4715
TMEM64,399,524,288,682,521,656
TMEM65,1492,1731,1023,1848,1982,2128
TMEM67,327,520,342,431,355,382
TMEM68,295,484,266,554,397,546
TMEM69,433,623,411,513,487,561
TMEM70,679,765,537,977,827,847
TMEM71,11,18,20,19,12,25
TMEM72,7,17,10,11,14,17
TMEM72-AS1,138,105,70,99,125,175
TMEM74,99,136,74,131,126,192
TMEM74B,1143,1208,858,1037,943,869
TMEM79,108,210,167,173,147,191
TMEM80,716,1172,861,812,716,633
TMEM81,295,291,281,356,330,284
TMEM82,1,0,1,1,0,6
TMEM86A,375,343,173,407,328,517
TMEM86B,89,140,130,145,186,96
TMEM87A,595,1007,705,1011,740,1093
TMEM87B,605,697,374,697,618,765
TMEM88,127,120,83,122,139,76
TMEM88B,130,386,361,262,178,421
TMEM89,2,1,0,2,2,6
TMEM8B,4523,4230,2473,5780,4274,5262
TMEM9,3147,4092,3127,4828,4020,4075
TMEM91,115,224,246,205,159,156
TMEM92,2,5,6,5,5,7
TMEM92-AS1,2,2,4,3,2,5
TMEM94,8745,14079,8208,10714,7903,11028
TMEM95,0,2,2,0,0,4
TMEM97,378,537,376,708,539,608
TMEM97P1,3,3,2,2,1,4
TMEM98,203,1030,722,561,599,757
TMEM99,58,93,63,85,85,84
TMEM9B,1122,1976,1234,1716,1697,1869
TMEM9B-AS1,43,62,70,48,20,97
TMF1,1976,2707,1695,2362,2452,2548
TMIE,433,692,521,696,547,585
TMIGD1,1,0,1,0,0,4
TMIGD2,13,18,12,49,23,30
TMIGD3,49,109,94,171,53,149
TMLHE,271,409,223,395,353,495
TMLHE-AS1,4,21,5,6,3,4
TMOD1,1195,1332,755,1639,1676,1420
TMOD2,34517,30051,16936,39184,36238,45832
TMOD3,419,869,501,801,695,758
TMOD4,0,0,0,0,0,0
TMPO,996,1078,796,1564,1278,1545
TMPO-AS1,13,14,11,17,10,13
TMPOP2,0,2,2,2,0,2
TMPPE,222,187,66,309,216,443
TMPRSS11A,9,14,15,12,9,14
TMPRSS11B,2,3,0,0,0,4
TMPRSS11BNL,0,1,0,0,1,2
TMPRSS11CP,13,36,31,33,23,34
TMPRSS11D,6,13,16,13,12,15
TMPRSS11E,0,0,3,0,0,2
TMPRSS11F,6,17,14,4,5,14
TMPRSS11GP,6,11,4,6,4,8
TMPRSS12,4,1,8,4,8,8
TMPRSS13,15,10,16,58,23,10
TMPRSS15,0,3,2,1,2,8
TMPRSS2,1,4,2,4,3,6
TMPRSS3,3,77,42,12,15,22
TMPRSS4,7,8,5,8,3,17
TMPRSS5,85,605,478,240,169,321
TMPRSS6,29,37,25,32,30,22
TMPRSS7,5,16,11,7,10,20
TMPRSS9,106,139,127,142,102,108
TMSB10,2155,2415,2894,3744,2670,2172
TMSB15A,2,5,0,2,2,1
TMSB15B,71,70,51,80,84,82
TMSB4X,2750,3755,3685,4606,3951,3337
TMSB4XP3,3,0,1,0,0,2
TMSB4XP4,14,16,14,18,11,17
TMSB4Y,0,0,0,0,0,3
TMTC1,3503,1956,1563,3176,2886,4754
TMTC2,433,1222,766,615,619,1341
TMTC3,804,883,581,899,853,1117
TMTC4,682,1397,845,1397,1397,1911
TMUB1,1110,1703,1220,1834,1233,1175
TMUB2,2806,2660,1868,3083,2552,2650
TMX1,248,476,247,536,375,449
TMX2,2277,2484,1829,2882,2697,2890
TMX3,2683,2331,1074,3119,2769,3934
TMX4,8806,7433,4780,10577,9926,12643
TNC,96,467,221,294,134,313
TNF,1,4,2,23,4,3
TNFAIP1,3515,3579,1940,4535,3800,4467
TNFAIP2,904,843,550,1005,986,888
TNFAIP3,91,197,176,346,119,146
TNFAIP6,8,30,27,21,22,38
TNFAIP8,31,61,47,90,23,51
TNFAIP8L1,2610,2242,1715,3442,2265,2129
TNFAIP8L2,11,45,19,58,27,45
TNFAIP8L3,477,434,400,584,657,664
TNFRSF10A,30,52,32,55,34,38
TNFRSF10B,272,455,323,627,343,335
TNFRSF10C,10,23,37,26,6,18
TNFRSF10D,47,45,44,79,48,41
TNFRSF11A,404,447,230,616,480,549
TNFRSF11B,12,52,67,26,31,24
TNFRSF12A,8,20,33,63,13,18
TNFRSF13B,1,1,2,1,2,6
TNFRSF13C,10,14,8,33,10,24
TNFRSF14,1511,1914,1334,1777,1415,1667
TNFRSF17,8,3,11,2,1,30
TNFRSF18,90,183,47,240,116,64
TNFRSF19,128,219,105,247,189,197
TNFRSF1A,361,836,700,966,626,640
TNFRSF1B,390,796,352,853,596,503
TNFRSF21,4732,4051,2778,4844,4276,6063
TNFRSF25,1529,2596,1857,1909,1764,1246
TNFRSF4,35,52,36,56,49,69
TNFRSF6B,0,0,0,0,0,0
TNFRSF8,3,5,4,5,3,9
TNFRSF9,1,4,2,2,0,4
TNFSF10,186,389,70,298,337,319
TNFSF11,1,1,1,1,1,6
TNFSF12,809,1075,945,1145,875,779
TNFSF12-TNFSF13,0,0,0,0,0,0
TNFSF13,45,183,113,97,81,90
TNFSF13B,107,180,145,233,164,146
TNFSF14,4,2,6,65,7,10
TNFSF15,10,3,3,11,10,19
TNFSF18,42,18,9,10,20,42
TNFSF4,79,105,80,84,96,120
TNFSF8,2,8,3,25,7,12
TNFSF9,175,153,131,182,171,153
TNIK,2749,5622,3214,4630,3810,5232
TNIP1,2925,2957,2155,3409,2755,2814
TNIP2,252,500,355,494,341,343
TNIP3,51,54,47,65,22,94
TNK1,163,163,117,168,148,149
TNK2,30200,35320,21512,38722,27035,29330
TNKS,3715,4001,2423,4398,4354,6431
TNKS1BP1,3231,4299,2917,4806,3278,3599
TNKS2,2557,3319,1756,3344,2908,3956
TNKS2-AS1,2,5,7,5,1,4
TNMD,0,1,5,1,4,7
TNN,18,29,14,54,34,129
TNNC1,10,14,12,8,6,10
TNNC2,20,49,62,65,37,29
TNNI1,1,3,5,4,1,2
TNNI2,2,0,2,1,1,2
TNNI3,2,1,6,2,1,1
TNNI3K,23,35,35,35,38,18
TNNT1,25,111,147,122,83,62
TNNT2,812,793,996,758,958,744
TNNT3,29,14,24,17,20,22
TNP1,2,0,2,2,1,5
TNP2,1,1,2,0,0,0
TNPO1,2636,4246,2444,3510,3389,4570
TNPO1P1,9,17,20,17,16,20
TNPO1P3,0,0,0,1,0,2
TNPO2,24139,21858,12091,28590,23207,29513
TNPO3,2603,2733,1711,3611,2854,3793
TNPO3P1,1,0,0,0,1,2
TNR,7283,14186,7325,16554,11779,22923
TNRC18,11622,10904,6424,12529,9451,11251
TNRC18P2,15,20,15,20,22,31
TNRC6A,3652,6055,5270,5857,5234,5569
TNRC6B,7607,10078,6764,11722,10266,11369
TNRC6C,4866,6507,4484,7343,6065,6529
TNS1,6473,8963,6311,7683,6229,9403
TNS1-AS1,1,3,7,5,3,4
TNS2,7203,12580,8251,5990,6463,9254
TNS3,1853,10705,4447,6430,5051,5300
TNS4,3,2,2,6,2,9
TNXB,2834,2300,1809,2656,2278,3018
TOB1,477,896,629,619,595,573
TOB1-AS1,77,105,74,106,92,102
TOB2,1477,3010,2021,2376,1781,2158
TOE1,242,311,244,308,296,307
TOGARAM1,2608,2476,1601,3359,2951,4019
TOGARAM2,63,168,186,280,97,574
TOLLIP,23579,17080,9155,26652,22358,25308
TOLLIP-AS1,42,62,56,60,54,48
TOM1,4411,4086,2997,5337,4492,4797
TOM1L1,498,433,255,637,455,612
TOM1L2,25465,28331,14849,27915,22560,30292
TOMM20,15811,12964,8715,18657,18373,21895
TOMM20L,10,12,6,6,9,12
TOMM20P3,0,1,1,0,1,1
TOMM22,501,509,434,841,664,610
TOMM22P1,0,0,0,0,0,0
TOMM22P2,0,0,0,0,0,0
TOMM22P4,0,0,0,0,0,0
TOMM22P6,0,0,0,1,0,1
TOMM34,3571,3282,2401,3294,3106,3838
TOMM40,2394,2485,1915,2985,2326,2354
TOMM40L,1539,1294,789,1766,1522,1713
TOMM40P4,40,43,19,44,57,74
TOMM5,60,79,34,101,74,83
TOMM6,0,0,0,0,0,0
TOMM7,480,831,953,1003,898,628
TOMM70,5834,4850,3127,6872,6052,7681
TONSL,935,905,527,1308,747,872
TOP1,2566,3507,2399,4715,3204,3134
TOP1MT,713,742,662,1002,842,746
TOP2A,2,16,12,1611,61,40
TOP2B,5503,7756,4534,9012,7616,9162
TOP3A,1081,1548,1028,1522,1238,1650
TOP3B,881,1376,707,982,789,1052
TOPAZ1,7,2,4,1,4,12
TOPBP1,1516,1316,765,1949,1608,2023
TOPORS,1022,1404,1086,1536,1233,1396
TOR1A,1161,1298,791,1635,1295,1476
TOR1AIP1,1360,2273,1350,2303,1906,2348
TOR1AIP2,1617,2119,1337,2268,1850,2621
TOR1B,708,968,618,985,826,884
TOR2A,372,634,412,434,374,448
TOR3A,461,561,435,888,647,665
TOR4A,204,213,121,251,165,206
TOX,1066,1347,1088,1223,1341,1727
TOX2,1425,1634,913,1472,1417,1455
TOX3,310,373,244,362,339,350
TOX4,4528,4253,2440,5324,4834,6424
TOX4P1,1,3,4,7,1,11
TP53,112,335,218,283,184,196
TP53AIP1,50,42,47,24,28,46
TP53BP1,5090,4588,2295,5869,4955,6852
TP53BP2,598,3822,2443,2227,1653,1787
TP53I11,2902,2716,1849,3536,3245,3043
TP53I13,486,999,690,835,500,546
TP53I3,86,166,104,131,78,121
TP53INP1,60,373,213,337,174,237
TP53INP2,16232,21767,20687,13207,12856,19485
TP53RK,346,533,288,667,511,616
TP53TG3,0,0,1,0,2,3
TP53TG3B,0,0,0,0,0,0
TP53TG3C,0,0,0,0,0,0
TP53TG3D,31,24,21,52,49,30
TP53TG3GP,0,0,0,0,0,1
TP53TG5,101,189,186,125,113,203
TP63,6,25,21,17,24,21
TP73,15,85,62,70,34,66
TP73-AS1,992,1260,980,1261,1003,1222
TPBG,1996,1596,757,1951,1902,1787
TPBGL,442,377,205,563,401,445
TPCN1,2801,7128,4569,3772,3367,4422
TPCN2,684,979,605,769,681,969
TPD52,8515,8132,4962,9538,10006,9465
TPD52L1,344,1396,1209,1012,840,652
TPD52L2,3847,4967,3710,4196,3889,5377
TPD52L3,1,1,1,1,0,2
TPGS1,390,455,345,513,402,382
TPGS2,5160,5246,3406,6377,5654,6071
TPH1,10,50,23,51,19,38
TPH2,51,22,7,62,50,85
TPI1,15950,15156,11522,19182,17299,17878
TPI1P2,13,16,11,17,17,27
TPK1,202,292,196,285,315,285
TPM1,2278,2488,1828,3025,2494,2549
TPM2,765,1183,1662,2673,1417,741
TPM3,6924,7732,5152,10388,8632,9562
TPM3P9,75,179,114,163,141,166
TPM4,3745,5773,3998,6351,5040,4561
TPMT,1607,1852,1411,2107,1938,1717
TPMTP3,0,0,1,0,0,1
TPMTP4,0,0,1,0,0,2
TPO,33,23,29,43,45,43
TPP1,6660,9866,6083,7856,6611,7976
TPP2,1576,1651,995,1829,1679,2165
TPPP,52670,43201,24065,52799,40113,63027
TPPP2,3,12,7,9,2,4
TPPP3,616,1571,1992,1226,1042,1327
TPR,5538,7476,5772,8522,6844,7163
TPRA1,914,1222,882,1068,766,948
TPRG1,4,8,13,12,8,17
TPRG1-AS1,2,6,0,4,3,7
TPRG1-AS2,0,0,0,0,0,0
TPRG1L,9184,7687,5805,11082,9210,9198
TPRG1LP1,2,3,3,2,1,4
TPRKB,131,247,213,214,253,180
TPRKBP1,0,1,0,0,0,0
TPRKBP2,1,1,0,1,0,1
TPRN,1510,2584,1862,2181,1695,2183
TPRX1,0,2,0,1,3,5
TPRXL,12,14,12,22,14,13
TPSAB1,15,5,4,17,14,6
TPSB2,33,2,4,29,30,31
TPSD1,16,85,50,4,20,38
TPSG1,14,19,10,14,12,11
TPSP1,0,0,0,0,0,0
TPSP2,0,2,0,1,1,1
TPST1,703,810,537,845,821,903
TPST2,1728,1442,835,1927,1380,1835
TPST2P1,0,3,2,5,3,9
TPT1,2973,4174,4550,5254,4189,3620
TPT1P3,0,0,0,0,0,4
TPT1P5,10,10,14,13,10,8
TPTE2,32,18,21,13,35,50
TPTEP1,137,313,277,145,158,341
TPX2,142,160,127,1149,205,243
TRA2A,818,1564,1245,1344,1281,1152
TRA2B,1950,2754,1918,2814,2445,2841
TRABD,1677,1912,1410,2123,1447,1572
TRABD2A,987,757,423,1104,854,886
TRABD2B,27,42,43,65,32,33
TRADD,252,355,273,303,261,271
TRAF1,309,659,556,471,417,540
TRAF2,582,807,576,994,670,706
TRAF3,4655,4993,2394,5780,4652,5041
TRAF3IP1,1181,1778,1249,1808,1678,1607
TRAF3IP2,179,620,527,391,299,341
TRAF3IP2-AS1,211,391,292,302,290,381
TRAF3IP3,50,92,48,315,76,129
TRAF4,208,1015,854,669,463,730
TRAF5,675,701,567,739,489,665
TRAF6,393,594,298,478,518,722
TRAF7,2823,3637,2085,3845,3013,3445
TRAFD1,486,836,543,720,614,816
TRAIP,59,95,85,122,72,124
TRAJ1,0,0,0,1,0,0
TRAJ10,0,0,0,0,0,0
TRAJ11,0,0,0,0,0,0
TRAJ12,0,1,0,0,0,0
TRAJ13,0,0,0,0,0,0
TRAJ14,0,0,0,0,0,0
TRAJ16,0,0,0,0,0,1
TRAJ17,0,0,0,0,0,0
TRAJ18,0,0,0,1,0,0
TRAJ19,0,1,0,1,0,0
TRAJ2,1,0,1,0,0,0
TRAJ20,0,0,0,0,0,0
TRAJ21,0,0,0,0,0,0
TRAJ22,0,0,0,0,0,2
TRAJ23,0,0,0,0,0,0
TRAJ24,0,0,0,0,0,0
TRAJ25,0,0,0,0,0,0
TRAJ26,0,0,0,0,0,1
TRAJ27,0,0,0,0,0,0
TRAJ28,0,0,0,0,0,0
TRAJ29,0,0,0,0,0,1
TRAJ3,0,0,0,0,0,0
TRAJ30,0,0,0,0,0,1
TRAJ31,0,0,0,1,0,0
TRAJ32,0,0,1,0,0,0
TRAJ33,0,0,0,0,0,0
TRAJ34,0,0,0,0,0,3
TRAJ35,0,0,0,0,0,0
TRAJ38,0,2,0,0,0,0
TRAJ39,0,0,0,0,0,0
TRAJ4,0,0,0,1,0,0
TRAJ40,0,0,0,0,0,0
TRAJ41,0,0,0,0,0,0
TRAJ42,0,0,0,0,0,1
TRAJ43,0,0,0,0,0,1
TRAJ44,0,1,0,0,0,0
TRAJ45,0,0,0,0,0,0
TRAJ46,0,0,0,0,0,0
TRAJ47,0,0,0,0,0,0
TRAJ48,0,0,0,0,0,0
